lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day,CityCounty,CountyFIPS
2020-08-15,Alexandria,195,13,218,15,0.06667,0.06881,0.06667,Alexandria,51510
2020-08-16,Lenowisco,293,17,295,17,0.05802,0.05763,0.05802,Lee,51105
2020-08-16,Lenowisco,293,17,295,17,0.05802,0.05763,0.05802,Norton,51720
2020-08-16,Lenowisco,293,17,295,17,0.05802,0.05763,0.05802,Scott,51169
2020-08-16,Lenowisco,293,17,295,17,0.05802,0.05763,0.05802,Wise,51195
2020-08-16,Henrico,509,23,534,25,0.04519,0.04682,0.04519,Henrico,51087
2020-08-16,Hampton,143,8,145,8,0.05594,0.05517,0.05594,Hampton,51650
2020-08-16,Fairfax,1530,86,1636,94,0.05621,0.05746,0.05621,Fairfax,51059
2020-08-16,Fairfax,1530,86,1636,94,0.05621,0.05746,0.05621,Fairfax City,51600
2020-08-16,Fairfax,1530,86,1636,94,0.05621,0.05746,0.05621,Falls Church,51610
2020-08-16,Eastern Shore,72,2,72,2,0.02778,0.02778,0.02778,Accomack,51001
2020-08-16,Eastern Shore,72,2,72,2,0.02778,0.02778,0.02778,Northampton,51131
2020-08-16,Cumberland Plateau,77,5,77,5,0.06494,0.06494,0.06494,Buchanan,51027
2020-08-16,Cumberland Plateau,77,5,77,5,0.06494,0.06494,0.06494,Dickenson,51051
2020-08-16,Cumberland Plateau,77,5,77,5,0.06494,0.06494,0.06494,Russell,51167
2020-08-16,Cumberland Plateau,77,5,77,5,0.06494,0.06494,0.06494,Tazewell,51185
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Dinwiddie,51053
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Emporia,51595
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Greensville,51081
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Hopewell,51670
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Petersburg,51730
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Prince George,51149
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Surry,51181
2020-08-16,Crater,319,34,324,34,0.10658,0.10494,0.10658,Sussex,51183
2020-08-16,Chickahominy,142,6,154,7,0.04225,0.04545,0.04225,Charles City,51036
