lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day,CityCounty,CountyFIPS
2020-07-07,Alexandria,260,23,288,27,0.08846,0.09375,0.08846,Alexandria,51510
2020-07-08,Lenowisco,90,3,98,3,0.03333,0.030610000000000002,0.03333,Lee,51105
2020-07-08,Lenowisco,90,3,98,3,0.03333,0.030610000000000002,0.03333,Norton,51720
2020-07-08,Lenowisco,90,3,98,3,0.03333,0.030610000000000002,0.03333,Scott,51169
2020-07-08,Lenowisco,90,3,98,3,0.03333,0.030610000000000002,0.03333,Wise,51195
2020-07-08,Henrico,917,104,994,107,0.11341,0.10765,0.11341,Henrico,51087
2020-07-08,Hampton,327,27,341,27,0.08257,0.07918,0.08257,Hampton,51650
2020-07-08,Fairfax,1753,84,2275,113,0.04792,0.04967,0.04792,Fairfax,51059
2020-07-08,Fairfax,1753,84,2275,113,0.04792,0.04967,0.04792,Fairfax City,51600
2020-07-08,Fairfax,1753,84,2275,113,0.04792,0.04967,0.04792,Falls Church,51610
2020-07-08,Eastern Shore,69,2,69,2,0.02899,0.02899,0.02899,Accomack,51001
2020-07-08,Eastern Shore,69,2,69,2,0.02899,0.02899,0.02899,Northampton,51131
2020-07-08,Cumberland Plateau,78,7,86,7,0.08974,0.0814,0.08974,Buchanan,51027
2020-07-08,Cumberland Plateau,78,7,86,7,0.08974,0.0814,0.08974,Dickenson,51051
2020-07-08,Cumberland Plateau,78,7,86,7,0.08974,0.0814,0.08974,Russell,51167
2020-07-08,Cumberland Plateau,78,7,86,7,0.08974,0.0814,0.08974,Tazewell,51185
2020-07-08,Chickahominy,209,10,233,10,0.04785,0.04292,0.04785,Charles City,51036
2020-07-08,Chickahominy,209,10,233,10,0.04785,0.04292,0.04785,Goochland,51075
2020-07-08,Chickahominy,209,10,233,10,0.04785,0.04292,0.04785,Hanover,51085
2020-07-08,Chickahominy,209,10,233,10,0.04785,0.04292,0.04785,New Kent,51127
2020-07-08,Chesterfield,630,57,727,59,0.09047999999999999,0.08116,0.09047999999999999,Chesterfield,51041
2020-07-08,Chesterfield,630,57,727,59,0.09047999999999999,0.08116,0.09047999999999999,Colonial Heights,51570
2020-07-08,Chesterfield,630,57,727,59,0.09047999999999999,0.08116,0.09047999999999999,Powhatan,51145
2020-07-08,Chesapeake,555,74,622,78,0.13333,0.1254,0.13333,Chesapeake,51550
2020-07-08,Central Virginia,232,14,263,15,0.06034,0.05703,0.06034,Amherst,51009
2020-07-08,Central Virginia,232,14,263,15,0.06034,0.05703,0.06034,Appomattox,51011
2020-07-08,Central Virginia,232,14,263,15,0.06034,0.05703,0.06034,Bedford,51019
2020-07-08,Central Virginia,232,14,263,15,0.06034,0.05703,0.06034,Campbell,51031
2020-07-08,Central Virginia,232,14,263,15,0.06034,0.05703,0.06034,Lynchburg,51680
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Augusta,51015
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Bath,51017
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Buena Vista City,51530
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Harrisonburg,51660
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Highland,51091
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Lexington,51678
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Rockbridge,51163
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Rockingham,51165
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Staunton,51790
2020-07-08,Central Shenandoah,889,24,923,25,0.027000000000000003,0.027089999999999996,0.027000000000000003,Waynesboro,51820
2020-07-08,Arlington,335,19,450,21,0.056720000000000007,0.046669999999999996,0.056720000000000007,Arlington,51013
2020-07-08,Alleghany,338,16,381,18,0.04734,0.04724,0.04734,Alleghany,51005
2020-07-08,Alleghany,338,16,381,18,0.04734,0.04724,0.04734,Botetourt,51023
2020-07-08,Alleghany,338,16,381,18,0.04734,0.04724,0.04734,Covington,51580
2020-07-08,Alleghany,338,16,381,18,0.04734,0.04724,0.04734,Craig,51045
2020-07-08,Alleghany,338,16,381,18,0.04734,0.04724,0.04734,Roanoke County,51161
2020-07-08,Alleghany,338,16,381,18,0.04734,0.04724,0.04734,Salem,51775
