lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day,CityCounty,CountyFIPS
2020-07-08,Alexandria,212,15,272,20,0.07075,0.07353,0.07075,Alexandria,51510
2020-07-09,Lenowisco,48,2,52,2,0.04167,0.03846,0.04167,Lee,51105
2020-07-09,Lenowisco,48,2,52,2,0.04167,0.03846,0.04167,Norton,51720
2020-07-09,Lenowisco,48,2,52,2,0.04167,0.03846,0.04167,Scott,51169
2020-07-09,Lenowisco,48,2,52,2,0.04167,0.03846,0.04167,Wise,51195
2020-07-09,Henrico,716,38,778,40,0.05307,0.05141,0.05307,Henrico,51087
2020-07-09,Hampton,198,18,221,18,0.09091,0.08145,0.09091,Hampton,51650
2020-07-09,Fairfax,1220,78,1607,101,0.06393,0.06285,0.06393,Fairfax,51059
2020-07-09,Fairfax,1220,78,1607,101,0.06393,0.06285,0.06393,Fairfax City,51600
2020-07-09,Fairfax,1220,78,1607,101,0.06393,0.06285,0.06393,Falls Church,51610
2020-07-09,Eastern Shore,48,1,48,1,0.02083,0.02083,0.02083,Accomack,51001
2020-07-09,Eastern Shore,48,1,48,1,0.02083,0.02083,0.02083,Northampton,51131
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Dinwiddie,51053
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Emporia,51595
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Greensville,51081
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Hopewell,51670
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Petersburg,51730
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Prince George,51149
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Surry,51181
2020-07-09,Crater,321,29,339,30,0.09034,0.0885,0.09034,Sussex,51183
2020-07-09,Chickahominy,168,10,196,10,0.05952,0.05102,0.05952,Charles City,51036
2020-07-09,Chickahominy,168,10,196,10,0.05952,0.05102,0.05952,Goochland,51075
2020-07-09,Chickahominy,168,10,196,10,0.05952,0.05102,0.05952,Hanover,51085
2020-07-09,Chickahominy,168,10,196,10,0.05952,0.05102,0.05952,New Kent,51127
2020-07-09,Chesterfield,623,38,710,40,0.061,0.05634,0.061,Chesterfield,51041
2020-07-09,Chesterfield,623,38,710,40,0.061,0.05634,0.061,Colonial Heights,51570
2020-07-09,Chesterfield,623,38,710,40,0.061,0.05634,0.061,Powhatan,51145
2020-07-09,Chesapeake,374,45,424,48,0.12032,0.11321,0.12032,Chesapeake,51550
2020-07-09,Central Virginia,727,20,743,20,0.02751,0.02692,0.02751,Amherst,51009
2020-07-09,Central Virginia,727,20,743,20,0.02751,0.02692,0.02751,Appomattox,51011
2020-07-09,Central Virginia,727,20,743,20,0.02751,0.02692,0.02751,Bedford,51019
2020-07-09,Central Virginia,727,20,743,20,0.02751,0.02692,0.02751,Campbell,51031
2020-07-09,Central Virginia,727,20,743,20,0.02751,0.02692,0.02751,Lynchburg,51680
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Augusta,51015
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Bath,51017
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Buena Vista City,51530
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Harrisonburg,51660
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Highland,51091
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Lexington,51678
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Rockbridge,51163
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Rockingham,51165
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Staunton,51790
2020-07-09,Central Shenandoah,633,20,658,23,0.0316,0.03495,0.0316,Waynesboro,51820
2020-07-09,Arlington,326,14,411,19,0.04294,0.04623,0.04294,Arlington,51013
2020-07-09,Alleghany,361,25,380,25,0.06925,0.06579,0.06925,Alleghany,51005
2020-07-09,Alleghany,361,25,380,25,0.06925,0.06579,0.06925,Botetourt,51023
2020-07-09,Alleghany,361,25,380,25,0.06925,0.06579,0.06925,Covington,51580
2020-07-09,Alleghany,361,25,380,25,0.06925,0.06579,0.06925,Craig,51045
2020-07-09,Alleghany,361,25,380,25,0.06925,0.06579,0.06925,Roanoke County,51161
2020-07-09,Alleghany,361,25,380,25,0.06925,0.06579,0.06925,Salem,51775
2020-07-09,Alexandria,232,17,291,18,0.07328,0.06186,0.07201,Alexandria,51510
2020-07-09,West Piedmont,123,13,128,13,0.10569,0.10156,0.10569,Franklin County,51067
2020-07-09,West Piedmont,123,13,128,13,0.10569,0.10156,0.10569,Henry,51089
2020-07-09,West Piedmont,123,13,128,13,0.10569,0.10156,0.10569,Martinsville,51690
2020-07-09,West Piedmont,123,13,128,13,0.10569,0.10156,0.10569,Patrick,51141
2020-07-09,Lord Fairfax,418,33,446,33,0.07895,0.07399,0.07895,Clarke,51043
2020-07-09,Lord Fairfax,418,33,446,33,0.07895,0.07399,0.07895,Frederick,51069
2020-07-09,Lord Fairfax,418,33,446,33,0.07895,0.07399,0.07895,Page,51139
2020-07-09,Lord Fairfax,418,33,446,33,0.07895,0.07399,0.07895,Shenandoah,51171
2020-07-09,Lord Fairfax,418,33,446,33,0.07895,0.07399,0.07895,Warren,51187
2020-07-09,Lord Fairfax,418,33,446,33,0.07895,0.07399,0.07895,Winchester,51840
2020-07-09,Loudoun,474,26,630,33,0.05485,0.05238,0.05485,Loudoun,51107
2020-07-09,Cumberland Plateau,152,4,155,4,0.02632,0.02581,0.02632,Buchanan,51027
2020-07-09,Cumberland Plateau,152,4,155,4,0.02632,0.02581,0.02632,Dickenson,51051
2020-07-09,Cumberland Plateau,152,4,155,4,0.02632,0.02581,0.02632,Russell,51167
2020-07-09,Cumberland Plateau,152,4,155,4,0.02632,0.02581,0.02632,Tazewell,51185
