lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day,CityCounty,CountyFIPS
2020-08-22,Alexandria,309,11,343,13,0.0356,0.0379,0.0356,Alexandria,51510
2020-08-23,Lenowisco,145,9,148,10,0.06207,0.06757,0.06207,Lee,51105
2020-08-23,Lenowisco,145,9,148,10,0.06207,0.06757,0.06207,Norton,51720
2020-08-23,Lenowisco,145,9,148,10,0.06207,0.06757,0.06207,Scott,51169
2020-08-23,Lenowisco,145,9,148,10,0.06207,0.06757,0.06207,Wise,51195
2020-08-23,Henrico,493,85,517,91,0.17241,0.17602,0.17241,Henrico,51087
2020-08-23,Hampton,115,9,118,9,0.07826,0.07627,0.07826,Hampton,51650
2020-08-23,Fairfax,1493,94,1606,105,0.06296,0.06538,0.06296,Fairfax,51059
2020-08-23,Fairfax,1493,94,1606,105,0.06296,0.06538,0.06296,Fairfax City,51600
2020-08-23,Fairfax,1493,94,1606,105,0.06296,0.06538,0.06296,Falls Church,51610
2020-08-23,Eastern Shore,49,1,50,1,0.02041,0.02,0.02041,Accomack,51001
2020-08-23,Eastern Shore,49,1,50,1,0.02041,0.02,0.02041,Northampton,51131
2020-08-23,Cumberland Plateau,70,4,73,4,0.05714,0.05479,0.05714,Buchanan,51027
2020-08-23,Cumberland Plateau,70,4,73,4,0.05714,0.05479,0.05714,Dickenson,51051
2020-08-23,Cumberland Plateau,70,4,73,4,0.05714,0.05479,0.05714,Russell,51167
2020-08-23,Cumberland Plateau,70,4,73,4,0.05714,0.05479,0.05714,Tazewell,51185
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Dinwiddie,51053
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Emporia,51595
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Greensville,51081
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Hopewell,51670
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Petersburg,51730
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Prince George,51149
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Surry,51181
2020-08-23,Crater,268,28,272,29,0.10448,0.10662,0.10448,Sussex,51183
2020-08-23,Chickahominy,152,8,159,8,0.05263,0.05031,0.05263,Charles City,51036
2020-08-23,Chickahominy,152,8,159,8,0.05263,0.05031,0.05263,Goochland,51075
2020-08-23,Chickahominy,152,8,159,8,0.05263,0.05031,0.05263,Hanover,51085
2020-08-23,Chickahominy,152,8,159,8,0.05263,0.05031,0.05263,New Kent,51127
2020-08-23,Chesterfield,370,21,401,24,0.05676,0.05985,0.05676,Chesterfield,51041
2020-08-23,Chesterfield,370,21,401,24,0.05676,0.05985,0.05676,Colonial Heights,51570
