lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day,CityCounty,CountyFIPS
2020-08-02,Cumberland Plateau,72,3,72,3,0.04167,0.04167,0.04167,Buchanan,51027
2020-08-02,Cumberland Plateau,72,3,72,3,0.04167,0.04167,0.04167,Dickenson,51051
2020-08-02,Cumberland Plateau,72,3,72,3,0.04167,0.04167,0.04167,Russell,51167
2020-08-02,Cumberland Plateau,72,3,72,3,0.04167,0.04167,0.04167,Tazewell,51185
2020-08-02,Henrico,365,32,382,34,0.08767,0.08901,0.08767,Henrico,51087
2020-08-02,Hampton,226,19,227,19,0.08407,0.0837,0.08407,Hampton,51650
2020-08-02,Fairfax,1572,84,1709,99,0.05344,0.05793,0.05344,Fairfax,51059
2020-08-02,Fairfax,1572,84,1709,99,0.05344,0.05793,0.05344,Fairfax City,51600
2020-08-02,Fairfax,1572,84,1709,99,0.05344,0.05793,0.05344,Falls Church,51610
2020-08-02,Eastern Shore,88,4,89,4,0.04545,0.04494,0.04545,Accomack,51001
2020-08-02,Eastern Shore,88,4,89,4,0.04545,0.04494,0.04545,Northampton,51131
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Dinwiddie,51053
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Emporia,51595
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Greensville,51081
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Hopewell,51670
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Petersburg,51730
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Prince George,51149
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Surry,51181
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.04324,Sussex,51183
2020-08-02,Chickahominy,125,8,128,9,0.064,0.07031,0.064,Charles City,51036
2020-08-02,Chickahominy,125,8,128,9,0.064,0.07031,0.064,Goochland,51075
2020-08-02,Chickahominy,125,8,128,9,0.064,0.07031,0.064,Hanover,51085
2020-08-02,Chickahominy,125,8,128,9,0.064,0.07031,0.064,New Kent,51127
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.01907,Clarke,51043
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.01907,Frederick,51069
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.01907,Page,51139
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.01907,Shenandoah,51171
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.01907,Warren,51187
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.01907,Winchester,51840
2020-08-02,Chesterfield,317,35,353,37,0.11041,0.10482,0.11041,Chesterfield,51041
2020-08-02,Chesterfield,317,35,353,37,0.11041,0.10482,0.11041,Colonial Heights,51570
2020-08-02,Chesterfield,317,35,353,37,0.11041,0.10482,0.11041,Powhatan,51145
2020-08-02,Central Virginia,602,57,615,57,0.09468,0.09268,0.09468,Amherst,51009
2020-08-02,Central Virginia,602,57,615,57,0.09468,0.09268,0.09468,Appomattox,51011
2020-08-02,Central Virginia,602,57,615,57,0.09468,0.09268,0.09468,Bedford,51019
2020-08-02,Central Virginia,602,57,615,57,0.09468,0.09268,0.09468,Campbell,51031
2020-08-02,Central Virginia,602,57,615,57,0.09468,0.09268,0.09468,Lynchburg,51680
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Augusta,51015
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Bath,51017
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Buena Vista City,51530
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Harrisonburg,51660
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Highland,51091
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Lexington,51678
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Rockbridge,51163
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Rockingham,51165
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Staunton,51790
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03604,Waynesboro,51820
2020-08-02,Arlington,515,22,540,23,0.04272,0.04259,0.04272,Arlington,51013
2020-08-02,Alleghany,188,6,204,6,0.03191,0.02941,0.03191,Alleghany,51005
2020-08-02,Alleghany,188,6,204,6,0.03191,0.02941,0.03191,Botetourt,51023
2020-08-02,Alleghany,188,6,204,6,0.03191,0.02941,0.03191,Covington,51580
2020-08-02,Alleghany,188,6,204,6,0.03191,0.02941,0.03191,Craig,51045
2020-08-02,Alleghany,188,6,204,6,0.03191,0.02941,0.03191,Roanoke County,51161
2020-08-02,Alleghany,188,6,204,6,0.03191,0.02941,0.03191,Salem,51775
2020-08-02,Alexandria,232,11,245,11,0.04741,0.0449,0.04741,Alexandria,51510
2020-08-02,West Piedmont,155,18,162,19,0.11613,0.11728,0.11613,Franklin County,51067
2020-08-02,West Piedmont,155,18,162,19,0.11613,0.11728,0.11613,Henry,51089
2020-08-02,West Piedmont,155,18,162,19,0.11613,0.11728,0.11613,Martinsville,51690
2020-08-02,West Piedmont,155,18,162,19,0.11613,0.11728,0.11613,Patrick,51141
2020-08-02,Chesapeake,409,54,421,55,0.13203,0.13064,0.13203,Chesapeake,51550
2020-08-02,Loudoun,407,30,449,34,0.07371,0.07572,0.07371,Loudoun,51107
2020-08-02,Lenowisco,130,12,134,14,0.09231,0.10448,0.09231,Lee,51105
2020-08-02,Lenowisco,130,12,134,14,0.09231,0.10448,0.09231,Norton,51720
2020-08-02,Lenowisco,130,12,134,14,0.09231,0.10448,0.09231,Scott,51169
2020-08-02,Lenowisco,130,12,134,14,0.09231,0.10448,0.09231,Wise,51195
2020-08-02,New River,99,6,115,7,0.06061,0.06087,0.06061,Floyd,51063
2020-08-02,New River,99,6,115,7,0.06061,0.06087,0.06061,Giles,51071
2020-08-02,New River,99,6,115,7,0.06061,0.06087,0.06061,Montgomery,51121
2020-08-02,New River,99,6,115,7,0.06061,0.06087,0.06061,Pulaski,51155
2020-08-02,New River,99,6,115,7,0.06061,0.06087,0.06061,Radford,51750
2020-08-02,Western Tidewater,350,56,357,57,0.16,0.15966,0.16,Franklin City,51620
2020-08-02,Western Tidewater,350,56,357,57,0.16,0.15966,0.16,Isle of Wight,51093
2020-08-02,Western Tidewater,350,56,357,57,0.16,0.15966,0.16,Southampton,51175
2020-08-02,Western Tidewater,350,56,357,57,0.16,0.15966,0.16,Suffolk,51800
