STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-24% ^Decreasing^,-24,268973,3546,3603,3513,3271,3341,3230,3236,3345,3346,3370,3520,3491,3396,3270,3106,2919,2834,2727,2547,2582,2534,2436,2417,2485,2382,2373,2333,2249,2219,2146,Minimal ^Level 2^,Green,22229,31,73% ^Elevated^,81% ^Constrained^,0.9 ^0.8 - 1.0^,84.0,71.14,63.29,56.14,52.29,60.71,60.43,61.43,61.29,66.86,66.0,69.86,67.57,69.14,67.43
Hawaii,Hawaii,Bruised Red,Increasing,15% ^Increasing^,15,8139,80,82,80,105,119,128,132,143,164,179,170,195,221,200,204,211,221,225,236,219,219,218,219,223,253,196,202,246,251,255,Minimal ^Level 1^,Green,2536,30,66% ^Normal^,90% ^Constrained^,1.1 ^1.0 - 1.2^,20.0,1.29,0.86,0.57,0.71,0.71,0.86,1.0,1.0,1.29,1.0,0.86,1.43,1.86,2.14
Idaho,Idaho,Bruised Red,Decreasing,-33% ^Decreasing^,-33,31677,494,470,452,426,430,433,450,457,483,475,489,480,489,462,464,426,427,406,390,366,356,314,312,313,304,307,298,286,288,288,Minimal ^Level 2^,Green,2435,26,53% ^Normal^,49% ^Normal^,0.9 ^0.8 - 1.0^,74.0,4.57,4.86,5.14,6.43,6.71,5.57,5.29,5.43,5.86,6.29,6.57,6.43,7.0,7.43
Illinois,Illinois 😷,Bruised Red,Increasing,8% ^Increasing^,8,235057,1519,1508,1518,1574,1627,1652,1670,1749,1737,1740,1751,1734,1717,1745,1693,1719,1784,1811,1904,1904,1903,1979,2026,2003,1994,1975,1957,1977,1909,1923,Minimal ^Level 1^,Green,44719,70,55% ^Normal^,67% ^Normal^,1.0 ^0.9 - 1.1^,82.0,17.29,18.14,19.43,19.86,19.14,20.86,19.14,18.57,19.0,20.86,20.29,20.0,19.14,19.86
Indiana,Indiana 😷,Bruised Red,Increasing,23% ^Increasing^,23,93313,800,784,789,797,811,823,871,881,924,937,944,935,936,911,913,870,859,855,831,816,812,806,788,941,939,1003,1032,999,1017,1054,Low ^Level 4^,Green,12508,36,64% ^Normal^,63% ^Normal^,1.1 ^1.0 - 1.2^,59.0,13.0,13.71,13.43,12.29,13.57,12.86,12.43,12.86,10.86,11.29,10.71,9.86,9.57,10.14
Iowa,Iowa,Bruised Red,Increasing,77% ^Increasing^,77,62720,472,470,470,466,483,475,469,472,471,461,470,450,425,438,501,520,522,517,497,526,582,563,550,559,620,707,824,852,859,921,Low ^Level 4^,Green,5017,17,65% ^Normal^,63% ^Normal^,1.4 ^1.3 - 1.5^,45.0,6.86,7.0,7.86,7.86,7.86,8.29,8.71,9.0,9.0,8.71,9.86,10.57,11.0,11.0
Kansas,Kansas 😷,Bruised Red,Increasing,22% ^Increasing^,22,41048,386,386,386,386,407,407,404,404,404,408,408,404,404,464,464,464,491,491,478,478,424,424,424,462,462,578,578,599,599,599,Minimal ^Level 1^,Green,5262,27,63% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,45.0,2.57,2.57,2.29,2.29,2.43,2.43,2.43,3.0,3.0,3.71,3.71,3.43,3.43,3.43
Kentucky,Kentucky 😷,Red,Flat,1% ^Flat^,1,48032,566,587,558,582,573,553,521,551,542,535,514,601,633,643,622,619,634,644,569,563,567,476,602,601,610,615,622,642,759,643,Minimal ^Level 1^,Green,9483,45,78% ^Elevated^,65% ^Normal^,1.0 ^0.9 - 1.1^,49.0,6.14,6.71,7.43,8.57,8.57,7.71,9.71,9.57,9.29,8.57,7.71,7.71,8.14,7.0
Louisiana,Louisiana 😷,Bruised Red,Decreasing,-25% ^Decreasing^,-25,147867,1792,1739,1561,1918,1881,1824,1781,1781,1665,1588,1238,1194,1170,1142,1142,931,932,857,800,769,712,712,718,726,713,722,688,646,646,703,Minimal ^Level 2^,Green,14987,65,66% ^Normal^,67% ^Normal^,0.9 ^0.8 - 1.0^,143.0,34.14,34.43,35.43,33.57,36.71,36.71,34.14,34.0,34.71,34.57,33.86,31.0,31.0,26.43
Maine,Maine 😷,Green,Increasing,20% ^Increasing^,20,4512,21,21,20,20,18,16,15,13,12,11,11,11,13,14,17,18,21,23,23,23,24,25,24,23,22,22,23,22,25,25,Minimal ^Level 1^,Green,3994,197,68% ^Normal^,69% ^Normal^,1.0 ^0.6 - 1.4^,121.0,0.29,0.14,0.14,0.29,0.43,0.43,0.57,0.57,0.57,0.71,0.57,0.43,0.29,0.14
Maryland,Maryland 😷,Red,Decreasing,-17% ^Decreasing^,-17,107791,902,932,895,904,877,833,780,745,747,731,713,708,736,724,730,673,637,627,609,581,575,547,556,565,544,548,548,538,539,527,Minimal ^Level 1^,Green,12335,71,69% ^Normal^,80% ^Elevated^,0.9 ^0.8 - 1.0^,139.0,7.14,6.57,7.0,7.0,6.14,7.0,7.43,7.57,8.14,8.0,7.57,8.86,8.71,8.71
Massachusetts,Massachusetts 😷,Yellow,Increasing,37% ^Increasing^,37,128229,396,403,390,432,423,397,383,382,369,380,358,337,349,320,312,309,300,269,345,344,384,352,309,373,405,334,342,338,381,410,Minimal ^Level 1^,Green,24300,180,53% ^Normal^,71% ^Elevated^,1.1 ^0.9 - 1.2^,214.0,13.14,12.57,15.29,14.0,13.86,14.71,13.14,16.43,17.29,15.86,17.0,17.43,16.43,18.29
Michigan,Michigan 😷,Red,Increasing,5% ^Increasing^,5,112526,894,729,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,741,772,680,556,609,650,705,748,770,818,931,727,817,Minimal ^Level 1^,Green,30189,112,75% ^Elevated^,75% ^Elevated^,1.1 ^1.0 - 1.2^,93.0,9.43,10.71,11.29,11.29,9.71,9.86,9.57,10.14,10.86,10.29,10.29,11.14,8.14,12.71
Minnesota,Minnesota,Red,Increasing,33% ^Increasing^,33,75189,700,685,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,603,616,616,630,636,633,655,664,660,726,730,770,801,Minimal ^Level 1^,Green,8822,33,72% ^Elevated^,70% ^Elevated^,1.1 ^1.0 - 1.2^,63.0,8.14,8.57,8.57,8.57,8.57,8.86,8.71,8.43,8.29,8.29,9.14,8.57,8.0,7.43
Mississippi,Mississippi 😷,Bruised Red,Flat,0% ^Flat^,0,82676,1255,1178,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,702,740,780,770,788,823,856,857,794,749,710,680,683,Minimal ^Level 1^,Green,4988,22,72% ^Elevated^,66% ^Normal^,1.0 ^0.9 - 1.1^,81.0,26.14,26.29,24.86,25.57,24.43,22.43,22.29,21.86,26.71,30.0,29.86,28.43,27.14,28.71
Missouri,Missouri,Bruised Red,Flat,-1% ^Flat^,-1,83655,1507,1416,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,1055,1120,1147,1133,1226,Minimal ^Level 1^,Green,8486,21,60% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,45.0,12.71,12.86,13.0,13.14,12.0,11.29,8.43,4.29,5.43,5.0,4.71,6.43,10.14,11.71
Montana,Montana,Red,Increasing,18% ^Increasing^,18,7340,117,122,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,106,98,95,96,102,97,100,111,118,122,121,125,130,Minimal ^Level 1^,Green,5130,119,64% ^Normal^,64% ^Normal^,1.1 ^0.9 - 1.3^,37.0,1.0,1.0,0.57,1.14,1.14,1.14,1.14,1.29,1.86,2.0,1.29,1.57,2.0,2.0
Nebraska,Nebraska,Bruised Red,Flat,2% ^Flat^,2,33753,291,285,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,267,256,257,241,234,220,217,212,218,241,250,259,282,Minimal ^Level 1^,Green,2798,30,59% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,81.0,2.29,2.0,2.43,2.14,1.86,2.14,2.14,2.43,3.0,2.14,2.14,2.57,2.29,2.29
Nevada,Nevada 😷,Bruised Red,Decreasing,-34% ^Decreasing^,-34,68908,1037,1052,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,731,711,705,669,637,614,578,539,520,519,488,485,472,Minimal ^Level 1^,Green,3065,20,73% ^Elevated^,73% ^Elevated^,0.8 ^0.7 - 0.9^,99.0,16.29,17.29,19.71,20.29,20.0,18.29,17.86,17.57,18.29,16.57,14.14,14.57,15.0,15.0
New Hampshire,New Hampshire,Green,Decreasing,-10% ^Decreasing^,-10,7254,28,25,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,22,21,18,18,16,17,19,19,18,21,24,22,21,Minimal ^Level 1^,Green,1890,92,52% ^Normal^,64% ^Normal^,1.0 ^0.5 - 1.4^,237.0,0.57,0.71,1.0,0.86,0.86,0.86,0.86,0.86,0.71,0.43,0.43,0.57,0.43,0.43
New Jersey,New Jersey 😷,Green,Decreasing,-23% ^Decreasing^,-23,191611,453,427,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,375,356,276,236,256,291,279,275,268,298,308,298,302,Minimal ^Level 1^,Green,26762,200,53% ^Normal^,75% ^Elevated^,0.9 ^0.8 - 1.1^,437.0,7.43,7.14,7.43,7.14,7.0,6.29,6.43,6.29,5.43,5.29,5.43,5.43,5.57,5.71
New Mexico,New Mexico 😷,Yellow,Decreasing,-20% ^Decreasing^,-20,25178,304,287,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,151,134,133,138,134,143,141,138,137,140,138,135,125,Minimal ^Level 1^,Green,6766,164,58% ^Normal^,64% ^Normal^,1.0 ^0.8 - 1.1^,137.0,4.14,4.0,4.29,4.86,5.29,5.14,4.57,4.43,4.14,3.86,3.71,4.29,4.0,3.71
New York,New York 😷,Green,Flat,-5% ^Flat^,-5,434100,652,652,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,653,643,623,621,609,604,604,600,591,618,608,605,623,Minimal ^Level 1^,Green,82233,281,60% ^Normal^,82% ^Constrained^,1.0 ^0.9 - 1.1^,480.0,7.43,7.57,7.43,6.71,6.57,5.43,5.43,5.57,4.71,5.0,4.86,4.86,5.29,5.57
North Carolina,North Carolina,Bruised Red,Increasing,27% ^Increasing^,27,166127,1827,1787,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,1579,1596,1511,1634,1573,Minimal ^Level 1^,Green,23543,45,75% ^Elevated^,77% ^Elevated^,1.1 ^1.0 - 1.2^,71.0,25.14,27.43,26.0,25.43,25.86,25.43,26.29,26.71,24.86,25.0,23.57,22.57,23.14,23.0
North Dakota,North Dakota,Bruised Red,Increasing,96% ^Increasing^,96,11702,124,104,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,128,143,153,165,185,184,193,207,214,223,234,250,261,Minimal ^Level 1^,Green,1297,15,39% ^Normal^,70% ^Normal^,1.2 ^1.1 - 1.3^,29.0,0.57,1.0,0.86,1.0,1.0,1.0,1.0,1.0,0.86,1.0,0.86,0.86,0.86,0.86
Ohio,Ohio 😷,Red,Flat,2% ^Flat^,2,122262,1272,1280,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,927,927,931,941,939,958,975,1011,1025,1066,Minimal ^Level 1^,Green,30424,87,64% ^Normal^,70% ^Normal^,1.0 ^0.9 - 1.1^,77.0,22.71,23.29,24.71,24.86,24.43,21.57,21.71,22.0,17.86,19.57,21.0,21.43,21.57,21.43
Oklahoma,Oklahoma,Bruised Red,Flat,2% ^Flat^,2,58020,1093,991,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,657,646,652,693,686,689,687,692,702,697,645,679,694,Minimal ^Level 1^,Green,7438,32,63% ^Normal^,60% ^Normal^,1.0 ^0.9 - 1.1^,56.0,8.57,9.14,10.29,10.14,10.14,9.71,9.29,9.29,8.86,9.14,9.86,10.14,10.29,10.43
Oregon,Oregon 😷,Yellow,Decreasing,-18% ^Decreasing^,-18,26554,332,334,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,272,264,266,258,242,239,243,245,243,228,233,226,231,Minimal ^Level 1^,Green,4789,63,75% ^Elevated^,92% ^Constrained^,0.9 ^0.8 - 1.1^,77.0,4.43,4.14,4.71,4.14,4.14,4.43,4.14,4.57,4.43,3.57,3.71,4.71,5.29,5.86
Pennsylvania,Pennsylvania 😷,Yellow,Decreasing,-17% ^Decreasing^,-17,133504,902,881,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,757,717,688,669,661,655,661,637,627,602,623,629,637,Minimal ^Level 1^,Green,13769,66,77% ^Elevated^,84% ^Constrained^,0.9 ^0.8 - 1.0^,143.0,21.57,21.0,19.71,18.43,16.14,15.86,15.71,15.86,15.14,14.43,13.86,13.86,13.57,13.57
Rhode Island,Rhode Island 😷,Yellow,Decreasing,-34% ^Decreasing^,-34,21683,114,114,104,95,97,94,102,116,126,98,95,93,90,85,87,87,91,91,95,90,98,105,107,104,97,94,103,94,73,60,Minimal ^Level 1^,Green,4963,251,89% ^Severely constrained^,101% ^Constrained^,1.1 ^0.9 - 1.2^,248.0,1.14,1.14,1.29,1.29,1.29,1.86,1.86,1.71,2.14,2.0,2.29,2.29,1.57,1.57
South Carolina,South Carolina,Bruised Red,Increasing,9% ^Increasing^,9,118324,1513,1513,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,791,773,784,800,831,812,754,796,851,905,Minimal ^Level 1^,Green,7220,24,76% ^Elevated^,82% ^Constrained^,1.0 ^0.9 - 1.1^,88.0,34.14,35.0,30.86,30.71,36.43,33.29,33.57,31.86,26.57,30.43,32.43,28.0,29.29,29.29
South Dakota,South Dakota,Bruised Red,Increasing,194% ^Increasing^,194,13322,80,80,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,104,107,113,123,145,143,152,159,184,215,233,258,292,Minimal ^Level 1^,Green,1270,13,52% ^Normal^,61% ^Normal^,1.4 ^1.3 - 1.5^,29.0,1.0,1.14,1.14,1.29,1.29,1.14,1.14,1.14,1.0,1.0,0.71,0.86,1.0,0.86
Tennessee,Tennessee,Bruised Red,Decreasing,-15% ^Decreasing^,-15,153115,2484,2242,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,1365,1429,1424,1457,1311,Minimal ^Level 1^,Green,20545,47,71% ^Elevated^,65% ^Normal^,1.0 ^0.9 - 1.1^,78.0,22.0,22.14,23.29,25.0,31.86,31.14,28.71,28.71,28.86,28.0,26.43,21.71,23.14,25.71
Texas,Texas 😷,Bruised Red,Decreasing,-37% ^Decreasing^,-37,610354,7806,6976,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,4983,5025,4884,4770,4688,Minimal ^Level 1^,Green,36669,24,76% ^Elevated^,70% ^Elevated^,0.9 ^0.8 - 1.0^,88.0,220.57,220.0,217.86,214.86,207.0,203.71,198.14,194.43,189.43,178.0,182.43,173.57,164.86,162.86
Utah,Utah,Red,Increasing,9% ^Increasing^,9,51854,440,457,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,344,347,365,353,356,352,353,373,379,368,358,370,391,Minimal ^Level 1^,Green,4382,34,55% ^Normal^,59% ^Normal^,1.0 ^0.9 - 1.1^,89.0,2.71,2.86,3.71,4.0,3.29,3.14,3.14,3.71,4.0,3.43,3.14,3.43,3.14,3.14
Vermont,Vermont 😷,Green,Decreasing,-9% ^Decreasing^,-9,1616,4,4,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,8,8,8,6,6,6,6,6,6,7,7,7,8,Minimal ^Level 1^,Green,1890,201,63% ^Normal^,64% ^Normal^,0.7 ^-0.1 - 1.6^,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Flat,2% ^Flat^,2,119747,1027,1031,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,860,903,897,887,908,920,797,962,962,969,Minimal ^Level 1^,Green,14649,46,67% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,83.0,8.29,7.43,8.29,9.14,9.43,8.86,12.29,12.29,14.0,15.0,12.57,16.29,17.86,14.57
Washington,Washington 😷,Yellow,Decreasing,-27% ^Decreasing^,-27,74320,701,688,669,659,637,634,630,623,619,613,591,573,559,554,551,544,521,509,504,480,454,431,419,330,245,168,170,184,243,380,Minimal ^Level 1^,Green,11760,94,91% ^Severely constrained^,92% ^Constrained^,0.9 ^0.8 - 1.0^,133.0,13.29,12.57,13.29,14.0,14.43,13.57,13.0,11.71,11.71,9.57,8.29,7.57,7.86,6.86
West Virginia,West Virginia,Yellow,Flat,-5% ^Flat^,-5,10110,131,128,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,122,113,119,113,104,101,97,95,106,93,108,112,120,Minimal ^Level 2^,Green,4990,126,70% ^Elevated^,70% ^Elevated^,1.0 ^0.8 - 1.2^,56.0,2.71,2.43,1.86,1.86,1.86,2.29,2.57,2.71,3.29,3.43,4.71,4.57,5.14,5.0
Wisconsin,Wisconsin,Red,Flat,-5% ^Flat^,-5,80300,906,901,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,757,783,754,724,740,708,701,697,708,729,731,715,728,Minimal ^Level 1^,Green,8464,35,52% ^Normal^,62% ^Normal^,1.0 ^0.9 - 1.1^,74.0,5.86,6.57,7.0,7.0,6.14,6.29,6.14,6.14,6.14,5.86,6.43,6.57,5.43,5.86
Wyoming,Wyoming,Yellow,Decreasing,-17% ^Decreasing^,-17,3820,46,48,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,41,49,50,49,45,42,39,39,36,36,34,34,34,Minimal ^Level 1^,Green,1486,131,46% ^Normal^,41% ^Normal^,1.0 ^0.7 - 1.3^,74.0,0.71,0.71,0.71,0.57,1.0,1.0,1.0,0.57,0.43,0.43,0.43,0.0,0.0,0.0
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-25% ^Decreasing^,-25,32848,476,467,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,616,551,528,531,555,556,551,430,401,463,449,425,422,Moderate ^Level 6^,Yellow,422,3,56% ^Normal^,56% ^Normal^,0.9 ^0.8 - 1.0^,52.0,8.0,8.43,8.71,8.71,8.14,7.43,7.86,7.86,7.0,6.86,6.43,7.14,6.71,6.29
United States,United States,Red,Decreasing,-19% ^Decreasing^,-19,5965301,62541,60506,59711,59054,56960,54780,53882,52829,53379,52284,52830,53367,53015,52197,52542,51379,50770,48639,47045,45891,44584,43169,42462,41992,41355,41111,41145,41150,40865,41140,N/A ^Not Available^,Green,718178,53,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1066.71,1048.14,1034.29,1029.86,1016.43,989.29,982.57,973.29,966.14,948.14,947.57,933.43,931.0,917.0
