STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,COVID-LIKE SYMPTOMS (95% CI),GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-17% ^Decreasing^,-17,299056,2727,2547,2582,2534,2436,2417,2485,2382,2373,2333,2249,2219,2146,2031,2049,2003,2031,1997,1970,2032,1905,1808,1811,1691,1632,1622,1588,1647,1640,1681,Minimal ^Level 1^,0.5% ^0.4% - 0.7%^,Green,19187,35,79% ^Elevated^,79% ^Elevated^,0.9 ^0.8 - 1.0^,121.0,67.86,65.71,57.29,61.86,58.86,48.14,47.57,48.0,45.0,44.29,42.29,44.14,46.86,41.57
Hawaii,Hawaii,Red,Decreasing,-53% ^Decreasing^,-53,10844,225,236,219,219,218,219,223,253,196,202,246,251,255,248,213,238,247,234,235,222,217,212,196,162,156,141,128,121,117,117,Minimal ^Level 1^,0.4% ^0.0% - 0.7%^,Green,3603,93,71% ^Elevated^,73% ^Elevated^,0.7 ^0.5 - 0.9^,62.0,3.43,3.43,3.14,3.14,3.14,2.29,2.0,2.29,2.14,2.14,1.86,2.0,1.86,1.71
Idaho,Idaho,Bruised Red,Flat,-3% ^Flat^,-3,35810,406,390,366,356,314,312,313,304,307,298,286,288,288,288,288,270,269,258,259,257,257,236,230,235,241,251,241,230,256,261,Minimal ^Level 1^,0.8% ^0.5% - 1.1%^,Green,1587,18,51% ^Normal^,48% ^Normal^,0.9 ^0.8 - 1.1^,93.0,5.0,4.14,4.14,3.71,3.71,3.43,3.0,4.86,5.0,4.29,4.43,4.29,4.86,4.86
Illinois,Illinois 😷,Red,Flat,-3% ^Flat^,-3,268246,1811,1904,1904,1903,1979,2026,2003,1994,1975,1957,1977,1909,1923,1931,1904,1900,1851,2302,2434,2350,2309,2295,2182,2267,1798,1700,1708,1707,1718,1804,Minimal ^Level 1^,0.5% ^0.4% - 0.6%^,Green,48081,81,52% ^Normal^,61% ^Normal^,1.0 ^0.9 - 1.1^,101.0,19.71,22.29,24.0,23.14,23.29,18.86,19.0,19.57,20.43,20.29,21.57,21.14,22.71,23.71
Indiana,Indiana 😷,Red,Flat,0% ^Flat^,0,107809,855,831,816,812,806,788,941,939,1003,1032,999,1017,1054,943,924,913,907,939,932,927,885,841,819,770,803,800,857,878,921,903,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,14839,50,61% ^Normal^,61% ^Normal^,1.0 ^0.9 - 1.1^,80.0,9.43,10.43,11.0,10.43,10.29,9.71,10.29,11.14,10.0,10.71,10.57,10.14,11.43,10.71
Iowa,Iowa,Bruised Red,Decreasing,-20% ^Decreasing^,-20,74080,517,497,526,582,563,550,559,620,707,824,852,859,921,956,946,916,820,806,842,796,765,746,694,697,646,581,600,599,591,654,Very High ^Level 12^,0.9% ^0.6% - 1.2%^,Bruised Red,4791,22,63% ^Normal^,59% ^Normal^,0.8 ^0.7 - 0.9^,76.0,7.43,6.57,7.57,7.43,7.43,8.14,9.71,10.29,10.0,8.0,7.57,8.0,7.71,6.14
Kansas,Kansas 😷,Bruised Red,Decreasing,-14% ^Decreasing^,-14,50870,491,478,478,424,424,424,462,462,578,578,599,599,599,602,602,572,572,596,596,596,615,615,496,496,452,452,452,426,426,494,Minimal ^Level 1^,0.6% ^0.4% - 0.9%^,Green,3259,20,62% ^Normal^,56% ^Normal^,1.0 ^0.9 - 1.1^,69.0,3.0,5.43,5.43,5.43,5.57,5.57,5.29,5.29,4.29,4.29,4.29,7.0,7.0,13.0
Kentucky,Kentucky 😷,Bruised Red,Flat,-2% ^Flat^,-2,58764,644,569,563,567,476,602,601,610,615,622,642,759,643,642,660,680,701,703,698,677,667,591,569,555,575,564,596,603,669,684,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,21356,95,83% ^Constrained^,66% ^Normal^,0.9 ^0.8 - 1.0^,57.0,9.43,9.86,10.29,9.43,9.0,7.0,6.71,8.43,8.14,9.14,9.14,9.86,11.0,9.86
Louisiana,Louisiana 😷,Red,Decreasing,-24% ^Decreasing^,-24,159865,857,800,769,712,712,718,726,713,823,788,746,746,804,761,781,725,744,775,775,742,740,678,737,687,677,677,661,687,703,568,Minimal ^Level 1^,0.7% ^0.4% - 0.9%^,Green,16460,88,66% ^Normal^,65% ^Normal^,0.9 ^0.8 - 1.0^,193.0,21.0,18.71,18.71,23.14,22.14,19.14,19.43,20.0,23.86,23.86,20.29,21.0,22.86,22.0
Maine,Maine 😷,Green,Flat,2% ^Flat^,2,4941,23,23,23,24,25,24,23,22,22,23,22,25,25,24,26,25,29,28,25,24,25,24,24,20,23,24,26,29,29,30,Minimal ^Level 1^,0.3% ^0.1% - 0.6%^,Green,4637,229,71% ^Elevated^,67% ^Normal^,1.1 ^0.7 - 1.5^,113.0,0.14,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.0,0.14,0.29,0.29,0.43,0.57
Maryland,Maryland 😷,Red,Increasing,9% ^Increasing^,9,117888,627,609,581,575,547,556,565,544,548,548,538,539,527,511,545,548,564,595,616,618,662,625,608,581,556,561,570,538,572,616,Minimal ^Level 1^,0.4% ^0.2% - 0.6%^,Green,9634,47,70% ^Elevated^,78% ^Elevated^,1.0 ^0.9 - 1.1^,130.0,8.0,7.57,7.14,6.71,7.0,6.57,7.14,6.57,5.57,5.71,5.57,5.0,6.0,5.57
Massachusetts,Massachusetts 😷,Yellow,Increasing,17% ^Increasing^,17,125699,269,345,344,384,352,309,373,405,334,342,338,381,410,359,353,305,311,276,275,299,288,262,287,286,318,335,323,327,347,365,Minimal ^Level 1^,0.3% ^0.1% - 0.4%^,Green,47590,395,52% ^Normal^,69% ^Normal^,1.1 ^1.0 - 1.2^,236.0,10.0,11.0,11.43,10.86,10.43,11.0,12.29,12.71,11.43,11.43,12.14,12.29,12.0,14.14
Michigan,Michigan 😷,Red,Increasing,20% ^Increasing^,20,125742,741,772,680,556,609,650,705,748,770,818,931,727,817,763,740,713,700,737,865,666,768,726,771,801,851,838,838,841,867,840,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,30741,111,74% ^Elevated^,73% ^Elevated^,1.1 ^1.0 - 1.2^,101.0,12.14,12.29,13.43,8.29,8.14,6.29,15.14,14.71,14.57,15.0,15.0,15.86,17.29,8.0
Minnesota,Minnesota,Red,Decreasing,-31% ^Decreasing^,-31,85813,603,616,616,630,636,633,655,664,660,726,730,770,801,795,807,836,819,818,803,771,766,750,683,589,536,530,532,532,535,564,Minimal ^Level 1^,0.4% ^0.3% - 0.6%^,Green,6886,37,71% ^Elevated^,68% ^Normal^,0.9 ^0.8 - 1.0^,103.0,4.86,5.71,5.71,6.29,6.57,6.0,5.57,6.71,7.14,7.86,8.86,8.86,9.29,9.14
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-22% ^Decreasing^,-22,91234,702,740,780,770,788,823,856,857,794,749,710,680,683,649,625,608,632,664,636,602,597,542,491,458,462,449,427,413,449,490,Minimal ^Level 1^,0.9% ^0.5% - 1.2%^,Green,3299,20,71% ^Elevated^,65% ^Normal^,0.8 ^0.7 - 0.9^,127.0,19.57,20.71,20.29,20.43,16.0,13.14,13.86,17.14,16.0,16.57,16.14,17.29,21.29,19.0
Missouri,Missouri,Bruised Red,Increasing,12% ^Increasing^,12,106587,1212,1164,1134,1099,1123,1086,1046,1031,1055,1120,1147,1133,1226,1250,1303,1307,1291,1318,1430,1397,1378,1337,1323,1283,1278,1276,1330,1391,1469,1445,Minimal ^Level 2^,1.0% ^0.7% - 1.2%^,Green,13353,28,64% ^Normal^,60% ^Normal^,1.1 ^1.0 - 1.2^,49.0,13.57,14.0,20.43,21.43,18.43,17.57,18.71,20.86,19.86,9.29,6.71,7.86,10.14,9.43
Montana,Montana,Red,Flat,2% ^Flat^,2,9431,106,98,95,96,102,97,100,111,118,122,121,125,130,133,126,129,135,137,130,132,128,125,111,113,109,109,108,113,123,138,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3036,67,58% ^Normal^,71% ^Elevated^,1.0 ^0.8 - 1.1^,45.0,1.86,2.0,1.71,1.86,2.0,2.0,1.86,1.71,2.43,2.43,2.57,2.86,3.0,2.71
Nebraska,Nebraska,Bruised Red,Increasing,10% ^Increasing^,10,38970,267,256,257,241,234,220,217,212,218,241,250,259,282,308,320,318,324,338,318,293,263,241,272,275,272,311,329,350,381,356,Minimal ^Level 1^,0.6% ^0.3% - 1.0%^,Green,3373,29,55% ^Normal^,58% ^Normal^,1.1 ^1.0 - 1.2^,73.0,1.86,1.86,1.71,1.71,1.71,1.0,1.0,3.14,3.71,4.29,4.29,4.29,4.43,4.29
Nevada,Nevada 😷,Red,Decreasing,-34% ^Decreasing^,-34,74248,731,711,705,669,637,614,578,539,520,519,488,485,472,460,460,458,429,409,377,386,391,353,341,332,299,303,275,264,277,284,Minimal ^Level 1^,0.6% ^0.2% - 0.9%^,Green,3523,38,71% ^Elevated^,67% ^Normal^,0.8 ^0.7 - 1.0^,179.0,13.14,12.57,12.29,12.43,12.57,11.43,10.86,9.43,9.14,8.71,9.0,9.0,12.71,11.71
New Hampshire,New Hampshire,Yellow,Increasing,87% ^Increasing^,87,7780,22,21,18,18,16,17,19,19,18,21,24,22,21,20,21,20,22,22,25,28,29,28,28,32,36,33,36,34,36,41,Minimal ^Level 1^,0.2% ^0.0% - 0.4%^,Green,1538,75,55% ^Normal^,62% ^Normal^,1.2 ^0.9 - 1.5^,130.0,0.14,0.0,0.0,0.14,0.14,0.14,0.14,0.29,0.29,0.43,0.43,0.43,0.71,0.71
New Jersey,New Jersey 😷,Yellow,Increasing,19% ^Increasing^,19,197792,375,356,276,236,256,291,279,275,268,298,308,298,302,320,324,327,337,350,347,350,347,340,342,349,352,370,368,368,391,400,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,20546,154,52% ^Normal^,74% ^Elevated^,1.1 ^1.0 - 1.2^,340.0,6.71,6.43,7.0,7.0,6.14,6.14,6.43,6.14,6.43,6.0,6.0,6.14,6.71,6.43
New Mexico,New Mexico 😷,Yellow,Decreasing,-16% ^Decreasing^,-16,26923,151,134,133,138,134,143,141,138,137,140,138,135,125,127,126,132,126,127,123,124,118,113,103,94,88,94,88,93,100,106,Minimal ^Level 1^,0.3% ^0.0% - 0.5%^,Green,4617,132,62% ^Normal^,61% ^Normal^,0.9 ^0.7 - 1.1^,174.0,5.0,3.86,3.86,4.43,4.71,4.0,2.86,3.29,3.57,3.43,3.0,2.86,2.29,3.29
New York,New York 😷,Green,Flat,5% ^Flat^,5,446366,653,643,623,621,609,604,604,600,591,618,608,605,623,659,677,697,711,743,767,772,752,724,705,686,689,695,695,704,734,745,Minimal ^Level 1^,0.3% ^0.2% - 0.4%^,Green,79179,270,62% ^Normal^,70% ^Elevated^,1.0 ^0.9 - 1.1^,413.0,4.86,5.14,4.43,4.57,4.71,5.14,4.86,4.86,4.86,4.86,4.43,4.71,5.43,5.71
North Carolina,North Carolina,Red,Decreasing,-24% ^Decreasing^,-24,188024,1269,1267,1297,1392,1419,1452,1554,1566,1579,1596,1511,1634,1573,1560,1669,1653,1590,1680,1534,1539,1515,1316,1283,1221,1147,1132,1148,1123,1179,1213,Minimal ^Level 1^,0.6% ^0.5% - 0.8%^,Green,27610,69,74% ^Elevated^,77% ^Elevated^,0.9 ^0.8 - 1.0^,105.0,24.71,26.71,29.43,28.29,27.86,24.0,25.57,26.71,26.29,22.57,23.14,23.29,28.86,27.29
North Dakota,North Dakota,Bruised Red,Increasing,21% ^Increasing^,21,16333,128,143,153,165,184,183,193,207,213,222,233,250,262,260,254,259,263,267,265,276,284,267,263,259,245,261,279,291,313,318,Minimal ^Level 1^,0.8% ^0.2% - 1.4%^,Green,5636,54,46% ^Normal^,63% ^Normal^,1.1 ^1.0 - 1.2^,33.0,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.14,1.14,1.14,1.29,0.86,1.71
Ohio,Ohio 😷,Red,Decreasing,-9% ^Decreasing^,-9,140518,1014,948,940,927,927,931,941,939,958,975,1011,1025,1066,1072,1159,1169,1183,1189,1206,1185,1168,1055,1028,996,983,969,978,1021,1070,1079,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,31274,88,66% ^Normal^,68% ^Normal^,1.0 ^0.9 - 1.1^,88.0,21.43,20.43,18.57,18.71,19.71,19.0,21.14,18.29,22.14,22.14,22.29,20.43,29.71,33.0
Oklahoma,Oklahoma,Bruised Red,Increasing,16% ^Increasing^,16,72284,657,646,652,693,686,689,687,692,702,697,645,679,694,744,747,754,782,826,833,798,784,808,830,810,800,782,821,858,894,908,Minimal ^Level 1^,0.9% ^0.6% - 1.1%^,Green,10580,35,65% ^Normal^,61% ^Normal^,1.0 ^0.9 - 1.1^,53.0,8.14,8.57,7.57,7.71,7.57,6.43,6.0,5.86,6.0,7.0,7.43,7.43,8.29,8.71
Oregon,Oregon 😷,Yellow,Decreasing,-12% ^Decreasing^,-12,29850,272,264,266,258,242,239,243,245,243,228,233,226,231,223,222,215,225,221,223,213,211,201,199,188,181,186,185,185,187,197,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,3885,60,56% ^Normal^,71% ^Elevated^,0.9 ^0.8 - 1.1^,103.0,4.57,4.0,3.71,3.29,3.29,3.0,3.71,3.86,3.43,3.57,4.0,4.14,4.71,3.86
Pennsylvania,Pennsylvania 😷,Red,Flat,2% ^Flat^,2,146990,757,717,688,669,661,655,661,637,627,602,623,629,637,650,680,725,802,810,827,830,834,795,811,729,746,740,652,743,836,814,Minimal ^Level 3^,0.4% ^0.3% - 0.5%^,Green,12599,47,76% ^Elevated^,74% ^Elevated^,1.0 ^0.9 - 1.1^,123.0,13.86,12.43,12.71,12.43,15.29,14.29,13.29,12.57,13.57,11.0,11.0,12.71,12.0,14.0
Rhode Island,Rhode Island 😷,Red,Increasing,23% ^Increasing^,23,23358,91,95,90,98,105,107,104,97,94,103,94,97,91,92,90,89,79,80,90,88,89,84,85,91,95,74,83,80,94,97,Minimal ^Level 1^,0.4% ^0.0% - 0.8%^,Green,7969,248,81% ^Constrained^,111% ^Constrained^,1.1 ^0.9 - 1.3^,164.0,1.57,1.29,1.57,1.57,1.57,1.29,1.57,1.71,2.29,2.0,2.43,2.29,2.71,2.71
South Carolina,South Carolina,Bruised Red,Increasing,11% ^Increasing^,11,134122,792,777,773,791,773,784,800,831,812,754,796,851,905,920,908,916,1014,1053,1006,947,945,866,816,699,817,813,987,1010,1080,1130,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,11048,30,74% ^Elevated^,79% ^Elevated^,1.1 ^1.0 - 1.2^,80.0,25.57,27.29,25.57,25.43,26.71,22.14,21.14,24.0,26.0,23.29,25.29,24.29,26.57,27.14
South Dakota,South Dakota,Bruised Red,Decreasing,-20% ^Decreasing^,-20,17291,104,107,113,123,145,143,152,159,184,215,233,258,292,298,313,307,306,297,278,255,256,236,224,214,217,221,218,214,227,246,Minimal ^Level 1^,1.0% ^0.4% - 1.6%^,Green,1681,21,51% ^Normal^,60% ^Normal^,0.9 ^0.8 - 1.1^,46.0,1.0,0.71,0.86,0.86,0.86,0.86,0.57,1.14,1.0,1.43,1.57,1.57,1.57,2.71
Tennessee,Tennessee,Bruised Red,Flat,1% ^Flat^,1,177087,1552,1630,1523,1484,1477,1461,1409,1377,1365,1429,1424,1457,1311,1476,1559,1497,1481,1397,1440,1573,1454,1346,1251,1242,1323,1218,1100,1309,1354,1500,Minimal ^Level 1^,0.7% ^0.5% - 0.9%^,Green,25105,51,73% ^Elevated^,69% ^Normal^,1.0 ^0.9 - 1.1^,79.0,20.29,19.43,19.57,16.86,16.43,16.43,19.14,24.71,26.86,28.86,30.43,32.57,33.0,31.43
Texas,Texas 😷,Bruised Red,Flat,5% ^Flat^,5,674772,7087,7205,6998,6712,6329,5994,5348,5214,4983,5025,4884,4770,4688,4655,4372,4219,3944,4152,4112,3994,3914,3494,3446,3495,3218,3182,3018,3296,3851,4140,Minimal ^Level 1^,0.6% ^0.5% - 0.7%^,Green,37769,28,77% ^Elevated^,70% ^Elevated^,0.9 ^0.8 - 1.0^,111.0,145.86,137.86,141.14,137.43,136.57,124.57,117.43,108.86,109.43,105.0,102.57,102.71,112.86,112.29
Utah,Utah,Bruised Red,Increasing,47% ^Increasing^,47,59747,344,347,365,353,356,352,353,373,379,368,358,370,391,392,377,378,396,413,409,401,418,422,407,385,405,425,459,486,520,582,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,4456,23,60% ^Normal^,58% ^Normal^,1.1 ^1.0 - 1.2^,69.0,1.57,1.71,1.86,2.14,2.29,2.14,2.43,2.29,1.71,1.86,1.57,1.86,1.71,1.43
Vermont,Vermont 😷,Yellow,Decreasing,-10% ^Decreasing^,-10,1702,8,8,8,6,6,6,6,6,6,7,7,7,8,8,9,9,7,8,6,5,4,3,3,3,4,4,5,6,7,7,Minimal ^Level 1^,0.2% ^-0.1% - 0.5%^,Green,699,74,54% ^Normal^,57% ^Normal^,0.8 ^-0.1 - 1.7^,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Decreasing,-14% ^Decreasing^,-14,136359,934,928,894,860,903,897,887,908,920,797,962,962,969,995,997,1012,1173,1027,988,1026,997,970,964,980,980,1030,984,1000,1015,1010,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,15178,46,66% ^Normal^,65% ^Normal^,1.0 ^0.9 - 1.1^,91.0,19.57,16.0,15.57,15.57,14.86,10.57,8.0,8.0,7.0,6.43,6.57,8.43,21.86,26.71
Washington,Washington 😷,Yellow,Decreasing,-13% ^Decreasing^,-13,80812,509,504,480,454,431,419,330,245,168,170,184,243,380,377,422,462,459,450,433,359,416,371,439,441,451,449,427,415,461,400,Minimal ^Level 1^,0.4% ^0.3% - 0.5%^,Green,13257,100,66% ^Normal^,61% ^Normal^,1.0 ^0.9 - 1.1^,137.0,7.86,7.86,6.86,6.86,6.86,5.43,6.71,7.14,6.57,5.43,5.43,7.57,8.86,6.0
West Virginia,West Virginia,Red,Increasing,15% ^Increasing^,15,13196,122,113,119,113,104,101,97,95,106,93,108,112,120,134,159,157,173,173,189,186,189,165,167,167,162,176,184,178,188,198,Minimal ^Level 1^,0.6% ^0.3% - 0.9%^,Green,4279,65,72% ^Elevated^,65% ^Normal^,1.1 ^0.9 - 1.2^,44.0,5.43,5.86,4.43,4.71,4.71,4.0,3.43,2.86,2.86,3.14,2.86,4.0,4.29,5.14
Wisconsin,Wisconsin,Bruised Red,Increasing,100% ^Increasing^,100,98440,757,783,754,724,740,708,701,697,708,729,731,715,728,707,757,727,703,799,819,865,909,868,915,1037,1023,1085,1189,1224,1323,1407,Minimal ^Level 1^,0.5% ^0.3% - 0.7%^,Green,9570,21,54% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,46.0,5.0,5.71,7.0,6.57,6.57,5.29,5.86,6.71,6.29,5.86,6.0,6.0,7.57,6.57
Wyoming,Wyoming,Red,Increasing,91% ^Increasing^,91,4566,41,49,50,49,45,42,39,39,36,36,34,34,34,34,33,32,31,32,32,30,27,34,34,37,39,42,45,51,48,59,Minimal ^Level 1^,1.0% ^0.3% - 1.7%^,Green,733,37,38% ^Normal^,38% ^Normal^,1.2 ^0.9 - 1.4^,51.0,0.57,0.71,0.71,0.71,0.71,0.14,0.14,0.14,0.0,0.0,0.0,0.57,0.57,0.57
Puerto Rico,Puerto Rico,Bruised Red,Flat,-1% ^Flat^,-1,38284,616,551,528,531,555,556,551,430,401,463,449,425,422,369,386,466,402,322,277,241,311,298,215,297,334,371,407,339,381,397,Low ^Level 5^,,Green,397,3,60% ^Normal^,53% ^Normal^,1.1 ^0.9 - 1.2^,64.0,5.14,4.43,5.14,6.14,6.14,6.71,8.14,9.14,9.71,10.14,8.86,9.29,9.86,10.0
United States,United States,Red,Decreasing,-7% ^Decreasing^,-7,6594477,48639,47045,45892,44584,43168,42461,41991,41356,41210,41244,41249,40991,41273,40819,41688,40892,41006,41728,41791,40878,40495,37610,36557,35534,34589,34191,34382,35118,37007,38297,N/A ^Not Available^,,Green,763080,60,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,857.71,853.86,839.86,835.86,815.43,720.14,728.0,742.29,745.14,729.43,721.0,747.0,843.0,859.0
