lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive
2020-09-17,Southside,493,9,497,9
2020-09-17,Thomas Jefferson,1018,65,1031,67
2020-09-17,Three Rivers,509,26,513,27
2020-09-17,Unknown,45,0,47,0
2020-09-17,Virginia Beach,640,32,658,33
2020-09-17,Western Tidewater,527,20,531,20
2020-09-17,West Piedmont,108,4,110,4
2020-09-16,Alexandria,388,22,409,26
2020-09-16,Alleghany,271,17,293,19
2020-09-16,Arlington,575,17,605,19
2020-09-16,Central Shenandoah,668,47,679,50
2020-09-16,Central Virginia,587,37,595,39
2020-09-16,Chesapeake,607,25,624,30
2020-09-16,Chesterfield,944,38,996,44
2020-09-16,Chickahominy,475,9,489,10
2020-09-16,Crater,410,27,423,28
2020-09-16,Cumberland Plateau,89,10,92,10
2020-09-16,Eastern Shore,104,3,107,4
2020-09-16,Fairfax,2408,110,2567,126
2020-09-16,Hampton,236,13,239,15
2020-09-16,Henrico,1317,30,1360,31
2020-09-16,Lenowisco,106,2,110,5
2020-09-16,Lord Fairfax,350,14,361,15
2020-09-16,Loudoun,687,52,743,62
2020-09-16,Mount Rogers,469,39,477,42
2020-09-16,New River,792,66,816,66
2020-09-16,Norfolk,556,24,564,24
2020-09-16,Out of State,1882,23,1890,23
2020-09-16,Peninsula,854,14,872,16
2020-09-16,Piedmont,188,9,196,10
2020-09-16,Pittsylvania-Danville,436,30,438,31
2020-09-16,Portsmouth,268,24,274,25
2020-09-16,Prince William,1010,79,1052,89
2020-09-16,Rappahannock,460,23,495,28
2020-09-16,Rappahannock Rapidan,348,15,365,22
2020-09-16,Richmond,561,14,595,15
2020-09-16,Roanoke,622,56,638,56
2020-09-16,Southside,746,21,752,21
2020-09-16,Thomas Jefferson,1040,61,1049,61
2020-09-16,Three Rivers,332,23,338,24
2020-09-16,Unknown,74,2,74,2
2020-09-16,Virginia Beach,742,29,769,32
2020-09-16,Western Tidewater,411,37,422,37
2020-09-16,West Piedmont,237,26,237,26
2020-09-15,Alexandria,255,12,262,13
2020-09-15,Alleghany,214,12,237,12
2020-09-15,Arlington,381,11,394,11
2020-09-15,Central Shenandoah,359,35,361,36
2020-09-15,Central Virginia,336,25,336,25
2020-09-15,Chesapeake,536,13,537,13
2020-09-15,Chesterfield,882,41,913,43
2020-09-15,Chickahominy,269,21,276,21
2020-09-15,Crater,278,15,283,16
2020-09-15,Cumberland Plateau,51,4,55,7
2020-09-15,Eastern Shore,35,1,35,1
2020-09-15,Fairfax,1712,80,1811,85
2020-09-15,Hampton,175,8,175,8
2020-09-15,Henrico,744,43,780,43
2020-09-15,Lenowisco,102,3,103,3
2020-09-15,Lord Fairfax,330,17,332,17
2020-09-15,Loudoun,506,33,544,37
2020-09-15,Mount Rogers,261,7,287,30
2020-09-15,New River,539,52,552,52
2020-09-15,Norfolk,556,21,560,22
2020-09-15,Out of State,635,11,641,11
2020-09-15,Peninsula,383,23,385,23
2020-09-15,Piedmont,213,13,219,13
2020-09-15,Pittsylvania-Danville,90,19,91,20
2020-09-15,Portsmouth,119,7,119,7
2020-09-15,Prince William,780,61,801,61
2020-09-15,Rappahannock,504,40,512,42
2020-09-15,Rappahannock Rapidan,176,6,185,13
2020-09-15,Richmond,410,18,438,19
2020-09-15,Roanoke,447,44,467,44
2020-09-15,Southside,286,14,287,14
2020-09-15,Thomas Jefferson,1209,84,1213,84
2020-09-15,Three Rivers,240,16,243,16
2020-09-15,Unknown,28,0,31,1
2020-09-15,Virginia Beach,953,51,960,54
2020-09-15,Western Tidewater,437,67,437,67
2020-09-15,West Piedmont,98,16,103,17
2020-09-14,Alexandria,224,13,232,13
2020-09-14,Alleghany,177,15,188,16
2020-09-14,Arlington,417,24,424,25
2020-09-14,Central Shenandoah,392,37,392,37
2020-09-14,Central Virginia,358,31,360,31
2020-09-14,Chesapeake,270,15,271,15
2020-09-14,Chesterfield,682,36,716,37
2020-09-14,Chickahominy,324,21,338,21
2020-09-14,Crater,227,15,234,15
2020-09-14,Cumberland Plateau,103,8,105,8
2020-09-14,Eastern Shore,61,0,62,0
2020-09-14,Fairfax,1634,80,1678,85
2020-09-14,Hampton,100,9,102,9
2020-09-14,Henrico,604,52,646,52
2020-09-14,Lenowisco,79,0,83,3
2020-09-14,Lord Fairfax,259,8,261,8
2020-09-14,Loudoun,576,46,603,47
2020-09-14,Mount Rogers,181,12,205,34
2020-09-14,New River,357,31,377,31
2020-09-14,Norfolk,243,11,243,11
2020-09-14,Out of State,376,14,382,14
2020-09-14,Peninsula,298,20,302,20
2020-09-14,Piedmont,160,0,164,0
2020-09-14,Pittsylvania-Danville,121,20,122,20
2020-09-14,Portsmouth,115,9,116,10
2020-09-14,Prince William,794,65,800,65
2020-09-14,Rappahannock,398,32,406,32
2020-09-14,Rappahannock Rapidan,276,4,290,14
2020-09-14,Richmond,372,29,390,29
2020-09-14,Roanoke,523,18,531,18
2020-09-14,Southside,93,9,94,9
2020-09-14,Thomas Jefferson,404,9,409,10
2020-09-14,Three Rivers,211,28,214,28
2020-09-14,Unknown,13,1,13,1
2020-09-14,Virginia Beach,460,26,460,26
2020-09-14,Western Tidewater,315,30,315,30
2020-09-14,West Piedmont,120,13,122,14
2020-09-13,Alexandria,258,18,269,18
2020-09-13,Alleghany,142,13,153,13
2020-09-13,Arlington,351,19,364,19
2020-09-13,Central Shenandoah,277,47,282,47
2020-09-13,Central Virginia,701,15,702,15
2020-09-13,Chesapeake,347,22,351,22
2020-09-13,Chesterfield,402,29,439,32
2020-09-13,Chickahominy,400,65,407,66
2020-09-13,Crater,317,14,330,14
2020-09-13,Cumberland Plateau,84,3,90,3
2020-09-13,Eastern Shore,66,1,66,1
2020-09-13,Fairfax,1631,90,1687,94
2020-09-13,Hampton,209,11,209,11
2020-09-13,Henrico,530,44,557,45
2020-09-13,Lenowisco,94,2,95,2
2020-09-13,Lord Fairfax,271,4,275,4
2020-09-13,Loudoun,451,36,475,40
2020-09-13,Mount Rogers,383,14,389,15
2020-09-13,New River,172,14,181,14
2020-09-13,Norfolk,365,10,369,10
2020-09-13,Out of State,376,16,378,16
2020-09-13,Peninsula,556,25,564,26
2020-09-13,Piedmont,98,7,101,7
2020-09-13,Pittsylvania-Danville,185,8,185,8
2020-09-13,Portsmouth,206,9,206,9
2020-09-13,Prince William,643,56,666,59
2020-09-13,Rappahannock,223,10,232,11
2020-09-13,Rappahannock Rapidan,111,6,126,13
2020-09-13,Richmond,242,14,253,15
2020-09-13,Roanoke,587,44,595,44
2020-09-13,Southside,64,4,71,5
2020-09-13,Thomas Jefferson,347,9,354,9
2020-09-13,Three Rivers,197,19,203,20
2020-09-13,Unknown,37,1,39,2
2020-09-13,Virginia Beach,579,23,590,23
2020-09-13,Western Tidewater,396,23,398,23
2020-09-13,West Piedmont,60,4,62,5
2020-09-12,Alexandria,218,4,238,5
2020-09-12,Alleghany,188,13,203,13
2020-09-12,Arlington,423,17,471,18
2020-09-12,Central Shenandoah,385,28,392,29
2020-09-12,Central Virginia,438,28,444,28
2020-09-12,Chesapeake,397,18,404,18
2020-09-12,Chesterfield,524,32,567,35
2020-09-12,Chickahominy,322,36,332,36
2020-09-12,Crater,316,15,322,16
2020-09-12,Cumberland Plateau,71,2,73,3
2020-09-12,Eastern Shore,66,2,68,3
2020-09-12,Fairfax,1435,79,1576,95
2020-09-12,Hampton,144,6,144,6
2020-09-12,Henrico,588,69,616,71
2020-09-12,Lenowisco,84,4,86,4
2020-09-12,Lord Fairfax,622,16,631,16
2020-09-12,Loudoun,452,32,501,34
2020-09-12,Mount Rogers,264,10,275,13
2020-09-12,New River,271,14,283,14
2020-09-12,Norfolk,820,17,825,18
2020-09-12,Out of State,561,17,566,17
2020-09-12,Peninsula,512,19,523,21
2020-09-12,Piedmont,173,7,182,11
2020-09-12,Pittsylvania-Danville,375,21,385,26
2020-09-12,Portsmouth,171,32,172,32
2020-09-12,Prince William,809,54,854,59
2020-09-12,Rappahannock,382,28,398,30
2020-09-12,Rappahannock Rapidan,215,6,235,12
2020-09-12,Richmond,562,19,585,20
2020-09-12,Roanoke,1098,42,1109,43
2020-09-12,Southside,199,11,204,12
2020-09-12,Thomas Jefferson,863,19,872,20
2020-09-12,Three Rivers,304,10,310,11
2020-09-12,Unknown,42,1,42,1
2020-09-12,Virginia Beach,893,33,921,37
2020-09-12,Western Tidewater,320,41,323,41
2020-09-12,West Piedmont,159,14,166,14
2020-09-11,Alexandria,356,25,384,25
2020-09-11,Alleghany,126,15,148,15
2020-09-11,Arlington,542,18,599,23
2020-09-11,Central Shenandoah,362,43,370,43
2020-09-11,Central Virginia,484,23,489,23
2020-09-11,Chesapeake,409,20,422,21
2020-09-11,Chesterfield,1191,52,1251,54
2020-09-11,Chickahominy,342,28,357,30
2020-09-11,Crater,246,34,264,35
2020-09-11,Cumberland Plateau,87,7,91,7
2020-09-11,Eastern Shore,56,1,58,1
2020-09-11,Fairfax,2066,147,2297,164
2020-09-11,Hampton,183,11,185,11
2020-09-11,Henrico,654,28,704,37
2020-09-11,Lenowisco,192,4,194,5
2020-09-11,Lord Fairfax,409,20,419,20
2020-09-11,Loudoun,719,82,783,88
2020-09-11,Mount Rogers,241,19,253,25
2020-09-11,New River,419,43,447,43
2020-09-11,Norfolk,578,31,586,33
2020-09-11,Out of State,522,27,535,27
2020-09-11,Peninsula,751,30,770,31
2020-09-11,Piedmont,187,11,194,14
2020-09-11,Pittsylvania-Danville,181,17,182,17
2020-09-11,Portsmouth,301,28,302,29
2020-09-11,Prince William,1060,92,1136,108
2020-09-11,Rappahannock,579,28,598,28
2020-09-11,Rappahannock Rapidan,223,20,237,24
2020-09-11,Richmond,449,25,477,25
2020-09-11,Roanoke,486,37,508,38
2020-09-11,Southside,505,23,511,23
2020-09-11,Thomas Jefferson,751,41,767,41
2020-09-11,Three Rivers,206,14,212,14
2020-09-11,Unknown,43,4,44,4
2020-09-11,Virginia Beach,695,33,725,33
2020-09-11,Western Tidewater,442,75,447,75
2020-09-11,West Piedmont,117,12,120,13
2020-09-10,Alexandria,282,17,307,20
2020-09-10,Alleghany,193,12,217,12
2020-09-10,Arlington,412,15,453,17
2020-09-10,Central Shenandoah,408,34,416,34
2020-09-10,Central Virginia,456,40,465,41
2020-09-10,Chesapeake,607,26,612,29
2020-09-10,Chesterfield,603,43,643,43
2020-09-10,Chickahominy,302,16,317,20
2020-09-10,Crater,344,41,358,43
2020-09-10,Cumberland Plateau,54,2,55,2
2020-09-10,Eastern Shore,76,0,77,0
2020-09-10,Fairfax,1679,119,1894,135
2020-09-10,Hampton,202,6,207,7
2020-09-10,Henrico,581,26,611,28
2020-09-10,Lenowisco,221,5,225,8
2020-09-10,Lord Fairfax,368,21,372,21
2020-09-10,Loudoun,500,34,551,37
2020-09-10,Mount Rogers,544,39,553,43
2020-09-10,New River,718,88,746,88
2020-09-10,Norfolk,373,27,378,27
2020-09-10,Out of State,764,34,778,34
2020-09-10,Peninsula,519,17,532,18
2020-09-10,Piedmont,216,4,221,5
2020-09-10,Pittsylvania-Danville,130,19,137,23
2020-09-10,Portsmouth,182,14,183,15
2020-09-10,Prince William,726,63,769,67
2020-09-10,Rappahannock,496,32,517,33
2020-09-10,Rappahannock Rapidan,343,11,358,18
2020-09-10,Richmond,668,17,697,19
2020-09-10,Roanoke,723,36,728,37
2020-09-10,Southside,374,19,376,19
2020-09-10,Thomas Jefferson,740,36,755,37
2020-09-10,Three Rivers,315,29,321,29
2020-09-10,Unknown,37,1,37,1
2020-09-10,Virginia Beach,526,33,543,36
2020-09-10,Western Tidewater,477,21,481,23
2020-09-10,West Piedmont,135,17,138,18
2020-09-09,Alexandria,167,11,175,12
2020-09-09,Alleghany,237,13,253,13
2020-09-09,Arlington,242,8,249,9
2020-09-09,Central Shenandoah,416,60,423,62
2020-09-09,Central Virginia,909,63,911,64
2020-09-09,Chesapeake,646,21,653,21
2020-09-09,Chesterfield,716,43,753,46
2020-09-09,Chickahominy,259,27,264,27
2020-09-09,Crater,194,15,195,15
2020-09-09,Cumberland Plateau,63,6,63,6
2020-09-09,Eastern Shore,67,0,67,0
2020-09-09,Fairfax,1228,80,1323,96
2020-09-09,Hampton,150,12,150,12
2020-09-09,Henrico,543,46,603,54
2020-09-09,Lenowisco,69,11,75,15
2020-09-09,Lord Fairfax,374,11,381,11
2020-09-09,Loudoun,436,37,477,44
2020-09-09,Mount Rogers,217,19,242,42
2020-09-09,New River,716,74,743,75
2020-09-09,Norfolk,537,39,539,39
2020-09-09,Out of State,685,22,700,23
2020-09-09,Peninsula,386,29,393,30
2020-09-09,Piedmont,169,27,176,27
2020-09-09,Pittsylvania-Danville,218,8,218,8
2020-09-09,Portsmouth,115,11,116,11
2020-09-09,Prince William,593,53,625,60
2020-09-09,Rappahannock,310,29,316,31
2020-09-09,Rappahannock Rapidan,235,13,245,21
2020-09-09,Richmond,652,21,682,25
2020-09-09,Roanoke,833,73,844,73
2020-09-09,Southside,206,20,209,20
2020-09-09,Thomas Jefferson,768,38,772,38
2020-09-09,Three Rivers,157,21,158,21
2020-09-09,Unknown,22,0,25,1
2020-09-09,Virginia Beach,630,44,638,44
2020-09-09,Western Tidewater,240,35,241,35
2020-09-09,West Piedmont,87,14,92,15
2020-09-08,Alexandria,278,10,280,11
2020-09-08,Alleghany,134,9,152,9
2020-09-08,Arlington,485,14,490,15
2020-09-08,Central Shenandoah,246,47,248,47
2020-09-08,Central Virginia,186,27,190,27
2020-09-08,Chesapeake,313,15,315,15
2020-09-08,Chesterfield,468,26,496,32
2020-09-08,Chickahominy,340,138,348,138
2020-09-08,Crater,220,16,226,18
2020-09-08,Cumberland Plateau,57,8,58,8
2020-09-08,Eastern Shore,52,3,52,3
2020-09-08,Fairfax,1817,105,1861,107
2020-09-08,Hampton,107,8,107,8
2020-09-08,Henrico,631,32,669,36
2020-09-08,Lenowisco,53,9,59,11
2020-09-08,Lord Fairfax,180,6,183,7
2020-09-08,Loudoun,515,46,550,50
2020-09-08,Mount Rogers,142,24,165,44
2020-09-08,New River,811,103,822,103
2020-09-08,Norfolk,212,15,213,15
2020-09-08,Out of State,485,16,498,17
2020-09-08,Peninsula,296,22,298,22
2020-09-08,Piedmont,47,4,48,5
2020-09-08,Pittsylvania-Danville,154,23,155,24
2020-09-08,Portsmouth,126,10,126,10
2020-09-08,Prince William,718,65,730,65
2020-09-08,Rappahannock,319,19,328,20
2020-09-08,Rappahannock Rapidan,125,12,137,23
2020-09-08,Richmond,309,12,330,12
2020-09-08,Roanoke,314,22,332,22
2020-09-08,Southside,84,9,85,9
2020-09-08,Thomas Jefferson,309,29,313,29
2020-09-08,Three Rivers,154,16,156,16
2020-09-08,Unknown,28,0,30,1
2020-09-08,Virginia Beach,491,24,492,25
2020-09-08,Western Tidewater,211,29,214,29
2020-09-08,West Piedmont,108,13,111,13
2020-09-07,Alexandria,124,5,124,5
2020-09-07,Alleghany,45,2,51,2
2020-09-07,Arlington,164,12,165,13
2020-09-07,Central Shenandoah,259,22,262,22
2020-09-07,Central Virginia,214,6,214,6
2020-09-07,Chesapeake,155,20,156,20
2020-09-07,Chesterfield,366,25,392,28
2020-09-07,Chickahominy,168,8,176,9
2020-09-07,Crater,219,24,224,24
2020-09-07,Cumberland Plateau,19,5,19,5
2020-09-07,Eastern Shore,23,0,23,0
2020-09-07,Fairfax,979,77,1002,80
2020-09-07,Hampton,68,6,68,6
2020-09-07,Henrico,403,24,431,27
2020-09-07,Lenowisco,29,7,29,7
2020-09-07,Lord Fairfax,171,7,171,7
2020-09-07,Loudoun,298,26,308,28
2020-09-07,Mount Rogers,104,10,105,10
2020-09-07,New River,67,6,80,7
2020-09-07,Norfolk,176,7,176,7
2020-09-07,Out of State,235,12,239,12
2020-09-07,Peninsula,176,13,176,13
2020-09-07,Piedmont,65,8,67,8
2020-09-07,Pittsylvania-Danville,109,4,109,4
2020-09-07,Portsmouth,76,9,76,9
2020-09-07,Prince William,394,40,401,41
2020-09-07,Rappahannock,163,8,165,8
2020-09-07,Rappahannock Rapidan,102,8,108,14
2020-09-07,Richmond,248,18,275,18
2020-09-07,Roanoke,206,14,212,14
2020-09-07,Southside,51,11,51,11
2020-09-07,Thomas Jefferson,271,12,277,12
2020-09-07,Three Rivers,100,7,101,7
2020-09-07,Unknown,8,2,8,2
2020-09-07,Virginia Beach,274,16,274,16
2020-09-07,Western Tidewater,134,9,134,9
2020-09-07,West Piedmont,13,5,13,5
2020-09-06,Alexandria,209,16,222,16
2020-09-06,Alleghany,122,8,133,8
2020-09-06,Arlington,372,17,383,17
2020-09-06,Central Shenandoah,459,67,462,67
2020-09-06,Central Virginia,415,10,419,11
2020-09-06,Chesapeake,314,23,314,23
2020-09-06,Chesterfield,406,35,439,39
2020-09-06,Chickahominy,188,17,196,18
2020-09-06,Crater,276,53,283,53
2020-09-06,Cumberland Plateau,63,5,66,5
2020-09-06,Eastern Shore,49,1,50,1
2020-09-06,Fairfax,1282,80,1372,92
2020-09-06,Hampton,138,8,140,9
2020-09-06,Henrico,458,36,490,41
2020-09-06,Lenowisco,56,4,57,4
2020-09-06,Lord Fairfax,190,9,194,9
2020-09-06,Loudoun,424,38,448,41
2020-09-06,Mount Rogers,154,13,157,14
2020-09-06,New River,107,7,119,7
2020-09-06,Norfolk,347,17,348,17
2020-09-06,Out of State,356,28,364,30
2020-09-06,Peninsula,360,23,362,23
2020-09-06,Piedmont,139,18,140,18
2020-09-06,Pittsylvania-Danville,238,18,240,18
2020-09-06,Portsmouth,159,16,159,16
2020-09-06,Prince William,471,43,501,44
2020-09-06,Rappahannock,281,27,288,28
2020-09-06,Rappahannock Rapidan,227,7,230,8
2020-09-06,Richmond,329,27,350,28
2020-09-06,Roanoke,428,19,435,19
2020-09-06,Southside,93,15,94,15
2020-09-06,Thomas Jefferson,369,15,378,16
2020-09-06,Three Rivers,223,6,228,7
2020-09-06,Unknown,37,4,37,4
2020-09-06,Virginia Beach,771,30,787,30
2020-09-06,Western Tidewater,262,27,266,27
2020-09-06,West Piedmont,143,13,145,13
2020-09-05,Alexandria,263,15,286,15
2020-09-05,Alleghany,225,27,241,27
2020-09-05,Arlington,421,12,453,18
2020-09-05,Central Shenandoah,303,54,308,54
2020-09-05,Central Virginia,585,46,596,49
2020-09-05,Chesapeake,353,22,362,23
2020-09-05,Chesterfield,462,28,512,32
