lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive
2020-08-31,Richmond,344,32,371,32
2020-08-31,Roanoke,138,11,151,11
2020-08-31,Southside,81,19,81,19
2020-08-31,Thomas Jefferson,422,25,429,26
2020-08-31,Three Rivers,181,12,182,12
2020-08-31,Unknown,13,0,13,0
2020-08-31,Virginia Beach,595,44,599,45
2020-08-31,Western Tidewater,200,27,200,27
2020-08-31,West Piedmont,79,10,84,13
2020-08-30,Alexandria,227,8,246,11
2020-08-30,Alleghany,68,6,81,6
2020-08-30,Arlington,343,10,359,12
2020-08-30,Central Shenandoah,423,40,427,40
2020-08-30,Central Virginia,590,24,593,24
2020-08-30,Chesapeake,257,21,263,22
2020-08-30,Chesterfield,330,19,364,24
2020-08-30,Chickahominy,159,9,166,11
2020-08-30,Crater,225,24,236,25
2020-08-30,Cumberland Plateau,49,4,52,4
2020-08-30,Eastern Shore,32,3,35,3
2020-08-30,Fairfax,1347,73,1462,82
2020-08-30,Hampton,112,13,115,15
2020-08-30,Henrico,387,25,422,32
2020-08-30,Lenowisco,79,10,83,14
2020-08-30,Lord Fairfax,309,5,318,8
2020-08-30,Loudoun,376,34,415,39
2020-08-30,Mount Rogers,212,19,216,19
2020-08-30,New River,90,11,107,11
2020-08-30,Norfolk,303,38,308,38
2020-08-30,Out of State,263,9,267,9
2020-08-30,Peninsula,398,47,407,48
2020-08-30,Piedmont,114,9,118,9
2020-08-30,Pittsylvania-Danville,107,5,110,5
2020-08-30,Portsmouth,123,11,123,11
2020-08-30,Prince William,506,41,531,43
2020-08-30,Rappahannock,333,20,348,21
2020-08-30,Rappahannock Rapidan,161,10,179,21
2020-08-30,Richmond,229,7,249,7
2020-08-30,Roanoke,455,18,462,18
2020-08-30,Southside,87,9,91,9
2020-08-30,Thomas Jefferson,288,15,299,18
2020-08-30,Three Rivers,235,7,243,7
2020-08-30,Unknown,24,2,25,2
2020-08-30,Virginia Beach,503,30,519,30
2020-08-30,Western Tidewater,344,49,346,49
2020-08-30,West Piedmont,90,7,91,7
2020-08-29,Alexandria,169,5,190,6
2020-08-29,Alleghany,139,12,151,12
2020-08-29,Arlington,408,23,451,25
2020-08-29,Central Shenandoah,349,34,358,36
2020-08-29,Central Virginia,669,42,675,43
2020-08-29,Chesapeake,361,21,377,25
2020-08-29,Chesterfield,436,27,480,32
2020-08-29,Chickahominy,175,13,195,14
2020-08-29,Crater,225,22,234,22
2020-08-29,Cumberland Plateau,94,6,100,8
2020-08-29,Eastern Shore,51,0,52,0
2020-08-29,Fairfax,1724,88,1902,101
2020-08-29,Hampton,146,11,150,12
2020-08-29,Henrico,713,44,741,47
2020-08-29,Lenowisco,77,8,85,11
2020-08-29,Lord Fairfax,387,12,392,12
2020-08-29,Loudoun,549,38,594,42
2020-08-29,Mount Rogers,157,19,164,22
2020-08-29,New River,174,10,192,12
2020-08-29,Norfolk,481,36,490,39
2020-08-29,Out of State,442,20,446,20
2020-08-29,Peninsula,427,29,444,30
2020-08-29,Piedmont,133,9,135,9
2020-08-29,Pittsylvania-Danville,149,19,150,19
2020-08-29,Portsmouth,185,15,188,15
2020-08-29,Prince William,714,48,757,52
2020-08-29,Rappahannock,294,15,319,18
2020-08-29,Rappahannock Rapidan,168,10,185,12
2020-08-29,Richmond,332,14,357,14
2020-08-29,Roanoke,889,39,898,39
2020-08-29,Southside,146,19,148,19
2020-08-29,Thomas Jefferson,415,28,422,30
2020-08-29,Three Rivers,150,11,156,11
2020-08-29,Unknown,33,3,33,3
2020-08-29,Virginia Beach,747,42,769,45
2020-08-29,Western Tidewater,264,25,273,26
2020-08-29,West Piedmont,115,23,121,23
2020-08-28,Alexandria,337,13,357,15
2020-08-28,Alleghany,151,13,164,14
2020-08-28,Arlington,462,23,513,24
2020-08-28,Central Shenandoah,308,49,315,50
2020-08-28,Central Virginia,650,16,658,16
2020-08-28,Chesapeake,371,31,378,32
2020-08-28,Chesterfield,569,61,615,66
2020-08-28,Chickahominy,192,23,201,23
2020-08-28,Crater,279,34,291,34
2020-08-28,Cumberland Plateau,78,6,86,7
2020-08-28,Eastern Shore,56,0,56,0
2020-08-28,Fairfax,1775,120,1968,133
2020-08-28,Hampton,137,14,145,14
2020-08-28,Henrico,735,48,767,53
2020-08-28,Lenowisco,251,19,259,24
2020-08-28,Lord Fairfax,513,20,525,20
2020-08-28,Loudoun,553,49,604,50
2020-08-28,Mount Rogers,498,83,519,97
2020-08-28,New River,660,135,687,137
2020-08-28,Norfolk,670,47,677,47
2020-08-28,Out of State,510,30,518,30
2020-08-28,Peninsula,456,73,463,74
2020-08-28,Piedmont,200,11,204,12
2020-08-28,Pittsylvania-Danville,148,21,155,23
2020-08-28,Portsmouth,162,15,163,16
2020-08-28,Prince William,852,81,907,87
2020-08-28,Rappahannock,535,32,551,33
2020-08-28,Rappahannock Rapidan,212,10,232,19
2020-08-28,Richmond,402,29,423,32
2020-08-28,Roanoke,390,30,406,31
2020-08-28,Southside,118,11,122,11
2020-08-28,Thomas Jefferson,477,53,495,57
2020-08-28,Three Rivers,233,11,241,12
2020-08-28,Unknown,36,3,37,3
2020-08-28,Virginia Beach,707,40,734,43
2020-08-28,Western Tidewater,294,40,301,40
2020-08-28,West Piedmont,140,26,148,28
2020-08-27,Alexandria,318,14,345,18
2020-08-27,Alleghany,150,8,164,9
2020-08-27,Arlington,423,27,458,30
2020-08-27,Central Shenandoah,292,57,302,59
2020-08-27,Central Virginia,868,70,883,70
2020-08-27,Chesapeake,341,52,361,54
2020-08-27,Chesterfield,623,47,705,58
2020-08-27,Chickahominy,198,13,216,13
2020-08-27,Crater,269,31,290,31
2020-08-27,Cumberland Plateau,64,2,70,2
2020-08-27,Eastern Shore,71,3,73,3
2020-08-27,Fairfax,1697,89,1894,102
2020-08-27,Hampton,151,15,156,16
2020-08-27,Henrico,763,54,823,57
2020-08-27,Lenowisco,181,8,191,11
2020-08-27,Lord Fairfax,277,9,283,10
2020-08-27,Loudoun,663,46,718,49
2020-08-27,Mount Rogers,245,33,263,44
2020-08-27,New River,400,94,419,94
2020-08-27,Norfolk,510,28,522,31
2020-08-27,Out of State,353,25,363,26
2020-08-27,Peninsula,575,76,589,77
2020-08-27,Piedmont,143,13,151,13
2020-08-27,Pittsylvania-Danville,231,36,235,37
2020-08-27,Portsmouth,219,29,220,30
2020-08-27,Prince William,711,69,771,79
2020-08-27,Rappahannock,458,37,486,39
2020-08-27,Rappahannock Rapidan,178,11,199,17
2020-08-27,Richmond,506,26,542,27
2020-08-27,Roanoke,158,7,180,7
2020-08-27,Southside,112,14,115,14
2020-08-27,Thomas Jefferson,454,39,468,41
2020-08-27,Three Rivers,183,7,191,10
2020-08-27,Unknown,58,2,58,2
2020-08-27,Virginia Beach,663,46,688,48
2020-08-27,Western Tidewater,482,79,487,79
2020-08-27,West Piedmont,143,18,150,20
2020-08-26,Alexandria,387,14,405,14
2020-08-26,Alleghany,213,19,230,20
2020-08-26,Arlington,462,30,501,37
2020-08-26,Central Shenandoah,329,36,345,39
2020-08-26,Central Virginia,544,70,551,72
2020-08-26,Chesapeake,439,52,449,55
2020-08-26,Chesterfield,695,38,744,42
2020-08-26,Chickahominy,240,10,263,14
2020-08-26,Crater,387,48,392,48
2020-08-26,Cumberland Plateau,64,3,65,3
2020-08-26,Eastern Shore,70,1,70,1
2020-08-26,Fairfax,2359,139,2575,160
2020-08-26,Hampton,174,20,180,21
2020-08-26,Henrico,833,43,883,46
2020-08-26,Lenowisco,162,7,166,10
2020-08-26,Lord Fairfax,387,12,396,14
2020-08-26,Loudoun,663,46,717,55
2020-08-26,Mount Rogers,238,42,261,52
2020-08-26,New River,582,81,609,83
2020-08-26,Norfolk,503,55,513,56
2020-08-26,Out of State,629,26,646,29
2020-08-26,Peninsula,537,66,554,66
2020-08-26,Piedmont,134,10,140,10
2020-08-26,Pittsylvania-Danville,259,27,259,27
2020-08-26,Portsmouth,382,40,382,40
2020-08-26,Prince William,963,96,1017,102
2020-08-26,Rappahannock,548,43,578,45
2020-08-26,Rappahannock Rapidan,260,24,280,30
2020-08-26,Richmond,677,30,710,33
2020-08-26,Roanoke,662,46,675,46
2020-08-26,Southside,167,16,172,16
2020-08-26,Thomas Jefferson,694,40,713,42
2020-08-26,Three Rivers,224,11,235,13
2020-08-26,Unknown,32,3,32,3
2020-08-26,Virginia Beach,785,37,825,42
2020-08-26,Western Tidewater,406,54,416,55
2020-08-26,West Piedmont,141,18,148,18
2020-08-25,Alexandria,192,10,211,14
2020-08-25,Alleghany,140,8,158,9
2020-08-25,Arlington,346,21,371,23
2020-08-25,Central Shenandoah,191,10,193,11
2020-08-25,Central Virginia,284,27,288,27
2020-08-25,Chesapeake,267,29,272,31
2020-08-25,Chesterfield,515,29,529,32
2020-08-25,Chickahominy,169,12,176,14
2020-08-25,Crater,281,54,281,54
2020-08-25,Cumberland Plateau,52,2,54,3
2020-08-25,Eastern Shore,59,3,60,4
2020-08-25,Fairfax,1493,83,1618,96
2020-08-25,Hampton,123,16,128,16
2020-08-25,Henrico,662,59,678,64
2020-08-25,Lenowisco,56,7,65,12
2020-08-25,Lord Fairfax,283,6,292,7
2020-08-25,Loudoun,502,24,547,28
2020-08-25,Mount Rogers,126,6,140,18
2020-08-25,New River,512,27,530,27
2020-08-25,Norfolk,383,24,386,24
2020-08-25,Out of State,570,31,571,31
2020-08-25,Peninsula,287,37,291,37
2020-08-25,Piedmont,97,9,97,9
2020-08-25,Pittsylvania-Danville,174,35,181,35
2020-08-25,Portsmouth,133,15,134,16
2020-08-25,Prince William,715,69,752,75
2020-08-25,Rappahannock,362,32,370,32
2020-08-25,Rappahannock Rapidan,125,15,136,17
2020-08-25,Richmond,430,27,434,27
2020-08-25,Roanoke,545,29,554,30
2020-08-25,Southside,112,8,112,8
2020-08-25,Thomas Jefferson,430,33,437,33
2020-08-25,Three Rivers,145,10,146,10
2020-08-25,Unknown,22,2,26,6
2020-08-25,Virginia Beach,566,33,582,35
2020-08-25,Western Tidewater,227,39,228,39
2020-08-25,West Piedmont,89,22,103,26
2020-08-24,Alexandria,191,10,200,11
2020-08-24,Alleghany,71,9,82,9
2020-08-24,Arlington,286,13,301,15
2020-08-24,Central Shenandoah,171,22,176,22
2020-08-24,Central Virginia,173,21,182,21
2020-08-24,Chesapeake,235,37,236,37
2020-08-24,Chesterfield,441,27,471,31
2020-08-24,Chickahominy,150,17,151,17
2020-08-24,Crater,188,20,190,21
2020-08-24,Cumberland Plateau,29,0,29,0
2020-08-24,Eastern Shore,51,0,52,1
2020-08-24,Fairfax,1510,103,1613,115
2020-08-24,Hampton,99,10,101,10
2020-08-24,Henrico,593,70,601,72
2020-08-24,Lenowisco,57,5,63,10
2020-08-24,Lord Fairfax,205,12,210,12
2020-08-24,Loudoun,396,34,424,37
2020-08-24,Mount Rogers,102,12,110,20
2020-08-24,New River,533,8,549,10
2020-08-24,Norfolk,321,48,322,48
2020-08-24,Out of State,455,19,464,19
2020-08-24,Peninsula,257,31,258,31
2020-08-24,Piedmont,58,4,62,5
2020-08-24,Pittsylvania-Danville,62,11,66,11
2020-08-24,Portsmouth,113,11,113,11
2020-08-24,Prince William,642,58,670,62
2020-08-24,Rappahannock,269,25,276,27
2020-08-24,Rappahannock Rapidan,170,13,182,21
2020-08-24,Richmond,342,27,346,28
2020-08-24,Roanoke,630,49,641,49
2020-08-24,Southside,73,10,74,10
2020-08-24,Thomas Jefferson,319,15,334,15
2020-08-24,Three Rivers,107,4,110,4
2020-08-24,Unknown,33,1,34,1
2020-08-24,Virginia Beach,566,40,572,40
2020-08-24,Western Tidewater,228,38,228,38
2020-08-24,West Piedmont,52,13,58,13
2020-08-23,Alexandria,237,16,254,19
2020-08-23,Alleghany,120,14,128,14
2020-08-23,Arlington,432,13,459,17
2020-08-23,Central Shenandoah,234,21,238,22
2020-08-23,Central Virginia,441,44,445,44
2020-08-23,Chesapeake,382,46,397,49
2020-08-23,Chesterfield,369,21,400,24
2020-08-23,Chickahominy,151,8,158,8
2020-08-23,Crater,268,28,272,29
2020-08-23,Cumberland Plateau,70,4,73,4
2020-08-23,Eastern Shore,47,1,48,1
2020-08-23,Fairfax,1491,92,1604,103
2020-08-23,Hampton,115,9,118,9
2020-08-23,Henrico,493,85,517,91
2020-08-23,Lenowisco,145,8,148,9
2020-08-23,Lord Fairfax,398,12,403,12
2020-08-23,Loudoun,537,30,576,33
2020-08-23,Mount Rogers,309,31,315,31
2020-08-23,New River,921,25,927,25
2020-08-23,Norfolk,488,33,496,34
2020-08-23,Out of State,378,30,383,31
2020-08-23,Peninsula,419,30,438,31
2020-08-23,Piedmont,122,7,123,7
2020-08-23,Pittsylvania-Danville,125,20,126,20
2020-08-23,Portsmouth,159,16,160,16
2020-08-23,Prince William,668,62,696,63
2020-08-23,Rappahannock,304,37,321,37
2020-08-23,Rappahannock Rapidan,138,9,156,14
2020-08-23,Richmond,543,10,553,11
2020-08-23,Roanoke,550,72,556,72
2020-08-23,Southside,83,9,83,9
2020-08-23,Thomas Jefferson,304,16,309,16
2020-08-23,Three Rivers,127,12,133,12
2020-08-23,Unknown,48,4,48,4
2020-08-23,Virginia Beach,736,38,757,40
2020-08-23,Western Tidewater,268,28,274,28
2020-08-23,West Piedmont,129,13,131,14
2020-08-22,Alexandria,309,11,338,13
2020-08-22,Alleghany,176,19,192,19
2020-08-22,Arlington,442,21,464,22
2020-08-22,Central Shenandoah,268,16,277,17
2020-08-22,Central Virginia,449,48,456,48
2020-08-22,Chesapeake,415,53,437,55
2020-08-22,Chesterfield,511,44,549,53
2020-08-22,Chickahominy,265,10,275,12
2020-08-22,Crater,289,30,306,34
2020-08-22,Cumberland Plateau,37,3,40,3
2020-08-22,Eastern Shore,54,0,55,0
2020-08-22,Fairfax,1988,84,2138,90
2020-08-22,Hampton,187,21,193,23
2020-08-22,Henrico,691,40,707,42
2020-08-22,Lenowisco,164,10,170,11
2020-08-22,Lord Fairfax,518,11,526,11
2020-08-22,Loudoun,584,34,637,39
2020-08-22,Mount Rogers,239,15,247,17
2020-08-22,New River,1367,50,1380,50
2020-08-22,Norfolk,558,46,570,48
2020-08-22,Out of State,571,15,573,15
2020-08-22,Peninsula,483,52,495,52
2020-08-22,Piedmont,164,14,168,14
2020-08-22,Pittsylvania-Danville,162,21,163,21
2020-08-22,Portsmouth,196,31,198,32
2020-08-22,Prince William,680,53,725,64
2020-08-22,Rappahannock,413,35,444,43
2020-08-22,Rappahannock Rapidan,173,8,188,14
2020-08-22,Richmond,833,29,845,35
2020-08-22,Roanoke,772,18,787,18
2020-08-22,Southside,152,12,157,12
2020-08-22,Thomas Jefferson,396,17,402,17
2020-08-22,Three Rivers,163,9,182,13
2020-08-22,Unknown,31,3,32,3
2020-08-22,Virginia Beach,1009,54,1048,56
2020-08-22,Western Tidewater,286,35,290,36
2020-08-22,West Piedmont,207,18,210,18
2020-08-21,Alexandria,300,20,321,25
2020-08-21,Alleghany,163,15,187,16
2020-08-21,Arlington,473,20,536,22
2020-08-21,Central Shenandoah,217,10,230,12
2020-08-21,Central Virginia,339,48,344,48
2020-08-21,Chesapeake,313,43,326,43
2020-08-21,Chesterfield,617,61,680,70
2020-08-21,Chickahominy,217,7,237,8
2020-08-21,Crater,217,36,233,41
2020-08-21,Cumberland Plateau,49,1,51,1
2020-08-21,Eastern Shore,77,2,77,2
2020-08-21,Fairfax,1671,101,1905,114
2020-08-21,Hampton,251,20,253,20
2020-08-21,Henrico,826,48,862,52
2020-08-21,Lenowisco,236,11,243,12
2020-08-21,Lord Fairfax,354,14,362,15
2020-08-21,Loudoun,559,31,627,42
2020-08-21,Mount Rogers,240,18,247,19
2020-08-21,New River,1194,28,1219,29
2020-08-21,Norfolk,375,39,384,40
2020-08-21,Out of State,591,38,596,38
2020-08-21,Peninsula,821,74,845,75
2020-08-21,Piedmont,127,6,128,6
2020-08-21,Pittsylvania-Danville,198,24,199,24
2020-08-21,Portsmouth,192,27,193,27
2020-08-21,Prince William,798,61,874,84
2020-08-21,Rappahannock,536,33,562,34
2020-08-21,Rappahannock Rapidan,345,7,369,16
2020-08-21,Richmond,1127,34,1141,34
2020-08-21,Roanoke,511,33,523,33
2020-08-21,Southside,107,6,108,6
2020-08-21,Thomas Jefferson,481,26,496,27
2020-08-21,Three Rivers,167,10,182,10
2020-08-21,Unknown,28,5,28,5
2020-08-21,Virginia Beach,784,39,812,40
2020-08-21,Western Tidewater,260,39,268,41
2020-08-21,West Piedmont,133,20,142,23
2020-08-20,Alexandria,298,21,323,25
2020-08-20,Alleghany,228,11,254,13
2020-08-20,Arlington,510,34,554,38
2020-08-20,Central Shenandoah,525,16,531,16
2020-08-20,Central Virginia,663,64,679,64
2020-08-20,Chesapeake,426,44,440,44
2020-08-20,Chesterfield,596,35,634,40
2020-08-20,Chickahominy,211,8,221,9
2020-08-20,Crater,288,33,297,33
2020-08-20,Cumberland Plateau,77,3,87,5
2020-08-20,Eastern Shore,79,5,79,5
2020-08-20,Fairfax,1723,115,1962,139
2020-08-20,Hampton,205,20,210,21
2020-08-20,Henrico,656,69,682,73
2020-08-20,Lenowisco,133,8,145,9
2020-08-20,Lord Fairfax,494,13,504,13
2020-08-20,Loudoun,665,32,734,33
2020-08-20,Mount Rogers,271,31,291,40
2020-08-20,New River,1162,31,1175,31
2020-08-20,Norfolk,548,44,557,44
2020-08-20,Out of State,339,23,347,23
2020-08-20,Peninsula,624,46,634,47
2020-08-20,Piedmont,146,14,150,14
2020-08-20,Pittsylvania-Danville,217,29,217,29
2020-08-20,Portsmouth,309,31,311,31
2020-08-20,Prince William,781,59,844,70
2020-08-20,Rappahannock,550,23,578,28
2020-08-20,Rappahannock Rapidan,212,10,229,16
2020-08-20,Richmond,790,37,811,39
2020-08-20,Roanoke,521,43,539,44
2020-08-20,Southside,92,10,101,11
2020-08-20,Thomas Jefferson,559,40,568,41
2020-08-20,Three Rivers,245,11,254,11
2020-08-20,Unknown,84,6,84,6
2020-08-20,Virginia Beach,912,55,938,58
2020-08-20,Western Tidewater,444,63,451,63
2020-08-20,West Piedmont,178,32,186,34
2020-08-19,Alexandria,306,22,326,23
2020-08-19,Alleghany,175,22,205,23
2020-08-19,Arlington,617,23,680,28
2020-08-19,Central Shenandoah,247,11,261,11
2020-08-19,Central Virginia,632,51,642,51
2020-08-19,Chesapeake,489,52,505,54
2020-08-19,Chesterfield,517,35,560,41
2020-08-19,Chickahominy,205,13,225,14
2020-08-19,Crater,326,82,337,82
2020-08-19,Cumberland Plateau,45,6,50,7
2020-08-19,Eastern Shore,64,1,64,1
2020-08-19,Fairfax,1994,117,2242,139
2020-08-19,Hampton,188,20,194,20
2020-08-19,Henrico,603,37,630,40
2020-08-19,Lenowisco,86,4,93,4
2020-08-19,Lord Fairfax,607,16,623,16
2020-08-19,Loudoun,721,34,811,42
2020-08-19,Mount Rogers,157,15,173,25
2020-08-19,New River,1066,14,1090,18
2020-08-19,Norfolk,630,48,637,49
2020-08-19,Out of State,455,18,460,18
2020-08-19,Peninsula,524,54,539,56
2020-08-19,Piedmont,127,5,130,6
2020-08-19,Pittsylvania-Danville,213,21,218,21
2020-08-19,Portsmouth,285,28,288,28
2020-08-19,Prince William,1123,75,1197,86
2020-08-19,Rappahannock,612,49,644,50
2020-08-19,Rappahannock Rapidan,215,14,242,21
2020-08-19,Richmond,429,22,445,25
2020-08-19,Roanoke,409,24,425,25
2020-08-19,Southside,163,18,167,19
2020-08-19,Thomas Jefferson,544,24,561,25
2020-08-19,Three Rivers,217,9,228,10
2020-08-19,Unknown,34,4,34,4
2020-08-19,Virginia Beach,810,66,841,69
2020-08-19,Western Tidewater,345,36,353,36
2020-08-19,West Piedmont,140,41,147,41
2020-08-18,Alexandria,184,10,197,10
2020-08-18,Alleghany,124,7,135,7
2020-08-18,Arlington,256,11,287,17
2020-08-18,Central Shenandoah,273,7,277,8
2020-08-18,Central Virginia,260,37,260,37
2020-08-18,Chesapeake,249,34,265,34
2020-08-18,Chesterfield,403,28,411,33
