lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive
8/23/2020,Western Tidewater,267,28,273,28
8/23/2020,West Piedmont,129,13,131,14
8/22/2020,Alexandria,309,11,337,13
8/22/2020,Alleghany,176,19,183,19
8/22/2020,Arlington,442,21,464,22
8/22/2020,Central Shenandoah,268,16,277,17
8/22/2020,Central Virginia,449,48,456,48
8/22/2020,Chesapeake,412,53,427,55
8/22/2020,Chesterfield,511,45,544,52
8/22/2020,Chickahominy,265,10,275,12
8/22/2020,Crater,288,30,297,34
8/22/2020,Cumberland Plateau,37,3,40,3
8/22/2020,Eastern Shore,54,0,55,0
8/22/2020,Fairfax,1986,82,2126,88
8/22/2020,Hampton,184,21,189,23
8/22/2020,Henrico,683,40,699,42
8/22/2020,Lenowisco,164,10,170,11
8/22/2020,Lord Fairfax,518,11,526,11
8/22/2020,Loudoun,591,34,640,39
8/22/2020,Mount Rogers,241,17,248,19
8/22/2020,New River,1368,50,1376,50
8/22/2020,Norfolk,558,46,569,48
8/22/2020,Out of State,570,14,571,14
8/22/2020,Peninsula,479,52,488,52
8/22/2020,Piedmont,164,14,168,14
8/22/2020,Pittsylvania-Danville,162,21,163,21
8/22/2020,Portsmouth,195,31,196,32
8/22/2020,Prince William,679,52,723,63
8/22/2020,Rappahannock,411,35,440,41
8/22/2020,Rappahannock Rapidan,173,8,188,14
8/22/2020,Richmond,832,29,844,35
8/22/2020,Roanoke,772,18,784,18
8/22/2020,Southside,152,12,157,12
8/22/2020,Thomas Jefferson,395,16,401,16
8/22/2020,Three Rivers,164,9,168,9
8/22/2020,Unknown,31,3,31,3
8/22/2020,Virginia Beach,1007,54,1028,56
8/22/2020,Western Tidewater,285,35,288,36
8/22/2020,West Piedmont,207,18,209,18
8/2/2020,Alexandria,232,11,245,11
8/2/2020,Alleghany,188,6,193,6
8/2/2020,Arlington,516,22,541,23
8/2/2020,Central Shenandoah,222,8,234,9
8/2/2020,Central Virginia,602,57,615,57
8/2/2020,Chesapeake,409,54,421,55
8/2/2020,Chesterfield,317,35,353,37
8/2/2020,Chickahominy,125,8,128,9
8/2/2020,Crater,185,8,196,11
8/2/2020,Cumberland Plateau,72,3,72,3
8/2/2020,Eastern Shore,88,4,89,4
8/2/2020,Fairfax,1570,84,1700,99
8/2/2020,Hampton,227,19,228,19
8/2/2020,Henrico,365,32,382,34
8/2/2020,Lenowisco,131,13,135,15
8/2/2020,Lord Fairfax,367,7,373,7
8/2/2020,Loudoun,406,30,443,34
8/2/2020,Mount Rogers,200,18,204,18
8/2/2020,New River,99,6,108,7
8/2/2020,Norfolk,602,68,609,68
8/2/2020,Out of State,304,27,305,27
8/2/2020,Peninsula,585,49,602,50
8/2/2020,Piedmont,73,3,77,3
8/2/2020,Pittsylvania-Danville,210,14,213,14
8/2/2020,Portsmouth,362,45,363,45
8/2/2020,Prince William,798,72,828,75
8/2/2020,Rappahannock,437,31,458,32
8/2/2020,Rappahannock Rapidan,205,9,214,12
8/2/2020,Richmond,174,16,186,17
8/2/2020,Roanoke,331,15,354,17
8/2/2020,Southside,76,6,76,6
8/2/2020,Thomas Jefferson,356,24,365,24
8/2/2020,Three Rivers,191,12,195,12
8/2/2020,Unknown,126,5,127,5
8/2/2020,Virginia Beach,1090,82,1113,84
8/2/2020,Western Tidewater,350,56,357,57
8/2/2020,West Piedmont,155,18,161,19
8/21/2020,Alexandria,300,20,321,25
8/21/2020,Alleghany,163,15,177,16
8/21/2020,Arlington,472,20,534,22
8/21/2020,Central Shenandoah,217,10,230,12
8/21/2020,Central Virginia,339,48,342,48
8/21/2020,Chesapeake,312,42,325,42
8/21/2020,Chesterfield,616,61,679,70
8/21/2020,Chickahominy,217,7,237,8
8/21/2020,Crater,217,36,233,41
8/21/2020,Cumberland Plateau,49,1,51,1
8/21/2020,Eastern Shore,77,1,77,1
8/21/2020,Fairfax,1671,101,1890,114
8/21/2020,Hampton,250,20,252,20
8/21/2020,Henrico,826,48,862,52
8/21/2020,Lenowisco,237,12,244,13
8/21/2020,Lord Fairfax,354,14,362,15
8/21/2020,Loudoun,560,31,621,41
8/21/2020,Mount Rogers,241,19,248,20
8/21/2020,New River,1195,28,1207,29
8/21/2020,Norfolk,376,39,385,40
8/21/2020,Out of State,601,39,604,39
8/21/2020,Peninsula,819,75,843,76
8/21/2020,Piedmont,127,6,128,6
8/21/2020,Pittsylvania-Danville,198,24,199,24
8/21/2020,Portsmouth,192,27,193,27
8/21/2020,Prince William,798,61,873,84
8/21/2020,Rappahannock,537,34,563,35
8/21/2020,Rappahannock Rapidan,345,7,369,16
8/21/2020,Richmond,1128,34,1141,34
8/21/2020,Roanoke,511,33,518,33
8/21/2020,Southside,107,6,108,6
8/21/2020,Thomas Jefferson,481,26,496,27
8/21/2020,Three Rivers,171,10,186,10
8/21/2020,Unknown,28,5,28,5
8/21/2020,Virginia Beach,784,39,812,40
8/21/2020,Western Tidewater,260,39,268,41
8/21/2020,West Piedmont,133,20,141,23
8/20/2020,Alexandria,298,21,323,25
8/20/2020,Alleghany,230,11,243,13
8/20/2020,Arlington,507,33,551,37
8/20/2020,Central Shenandoah,525,16,531,16
8/20/2020,Central Virginia,663,64,679,64
8/20/2020,Chesapeake,426,44,440,44
8/20/2020,Chesterfield,583,35,620,40
8/20/2020,Chickahominy,206,8,216,9
8/20/2020,Crater,287,33,296,33
8/20/2020,Cumberland Plateau,76,2,86,4
8/20/2020,Eastern Shore,82,5,82,5
8/20/2020,Fairfax,1723,115,1955,138
8/20/2020,Hampton,205,20,210,21
8/20/2020,Henrico,641,69,667,73
8/20/2020,Lenowisco,134,9,146,10
8/20/2020,Lord Fairfax,494,13,504,13
8/20/2020,Loudoun,670,32,734,33
8/20/2020,Mount Rogers,274,34,292,43
8/20/2020,New River,1162,31,1171,31
8/20/2020,Norfolk,548,44,557,44
8/20/2020,Out of State,340,22,342,22
8/20/2020,Peninsula,624,46,634,47
8/20/2020,Piedmont,146,14,150,14
8/20/2020,Pittsylvania-Danville,217,29,217,29
8/20/2020,Portsmouth,309,31,311,31
8/20/2020,Prince William,784,59,844,70
8/20/2020,Rappahannock,550,23,576,27
8/20/2020,Rappahannock Rapidan,212,10,229,16
8/20/2020,Richmond,763,37,784,39
8/20/2020,Roanoke,521,43,532,44
8/20/2020,Southside,91,9,100,10
8/20/2020,Thomas Jefferson,559,40,568,41
8/20/2020,Three Rivers,244,11,253,11
8/20/2020,Unknown,84,6,84,6
8/20/2020,Virginia Beach,912,55,938,58
8/20/2020,Western Tidewater,443,63,450,63
8/20/2020,West Piedmont,178,32,185,34
8/19/2020,Alexandria,306,22,326,23
8/19/2020,Alleghany,176,23,189,24
8/19/2020,Arlington,617,23,679,28
8/19/2020,Central Shenandoah,247,11,261,11
8/19/2020,Central Virginia,632,51,642,51
8/19/2020,Chesapeake,489,52,505,54
8/19/2020,Chesterfield,518,36,561,42
8/19/2020,Chickahominy,205,13,225,14
8/19/2020,Crater,327,82,338,82
8/19/2020,Cumberland Plateau,46,7,51,8
8/19/2020,Eastern Shore,62,1,62,1
8/19/2020,Fairfax,1994,116,2229,138
8/19/2020,Hampton,188,20,194,20
8/19/2020,Henrico,602,37,629,40
8/19/2020,Lenowisco,85,3,92,3
8/19/2020,Lord Fairfax,607,16,623,16
8/19/2020,Loudoun,736,34,817,42
8/19/2020,Mount Rogers,159,17,173,27
8/19/2020,New River,1065,14,1076,18
8/19/2020,Norfolk,629,48,636,49
8/19/2020,Out of State,453,16,456,16
8/19/2020,Peninsula,524,54,539,56
8/19/2020,Piedmont,127,5,130,6
8/19/2020,Pittsylvania-Danville,214,22,219,22
8/19/2020,Portsmouth,286,29,289,29
8/19/2020,Prince William,1123,75,1197,86
8/19/2020,Rappahannock,612,49,644,50
8/19/2020,Rappahannock Rapidan,215,14,242,21
8/19/2020,Richmond,429,22,445,25
8/19/2020,Roanoke,409,24,420,25
8/19/2020,Southside,163,18,167,19
8/19/2020,Thomas Jefferson,545,24,562,25
8/19/2020,Three Rivers,217,9,228,10
8/19/2020,Unknown,35,4,35,4
8/19/2020,Virginia Beach,810,66,841,69
8/19/2020,Western Tidewater,345,36,353,36
8/19/2020,West Piedmont,140,40,142,40
8/18/2020,Alexandria,184,10,197,10
8/18/2020,Alleghany,124,7,125,7
8/18/2020,Arlington,256,11,287,17
8/18/2020,Central Shenandoah,272,7,276,8
8/18/2020,Central Virginia,260,37,260,37
8/18/2020,Chesapeake,249,34,265,34
8/18/2020,Chesterfield,403,28,411,33
8/18/2020,Chickahominy,132,8,134,8
8/18/2020,Crater,219,21,220,21
8/18/2020,Cumberland Plateau,75,1,75,1
8/18/2020,Eastern Shore,72,6,72,6
8/18/2020,Fairfax,1464,66,1581,82
8/18/2020,Hampton,106,9,110,11
8/18/2020,Henrico,377,19,387,23
8/18/2020,Lenowisco,122,3,132,6
8/18/2020,Lord Fairfax,304,14,313,14
8/18/2020,Loudoun,387,14,427,19
8/18/2020,Mount Rogers,126,9,143,25
8/18/2020,New River,1147,14,1147,14
8/18/2020,Norfolk,417,26,422,29
8/18/2020,Out of State,478,25,486,26
8/18/2020,Peninsula,244,33,250,35
8/18/2020,Piedmont,77,5,78,5
8/18/2020,Pittsylvania-Danville,113,15,113,15
8/18/2020,Portsmouth,119,16,122,17
8/18/2020,Prince William,574,40,602,43
8/18/2020,Rappahannock,316,16,328,16
8/18/2020,Rappahannock Rapidan,186,48,201,56
8/18/2020,Richmond,252,13,258,14
8/18/2020,Roanoke,615,25,620,25
8/18/2020,Southside,77,5,77,5
8/18/2020,Thomas Jefferson,457,33,462,33
8/18/2020,Three Rivers,171,6,171,6
8/18/2020,Unknown,10,2,10,2
8/18/2020,Virginia Beach,414,22,423,23
8/18/2020,Western Tidewater,178,22,181,23
8/18/2020,West Piedmont,144,26,146,28
8/17/2020,Alexandria,311,14,316,16
8/17/2020,Alleghany,42,3,44,4
8/17/2020,Arlington,329,20,334,21
8/17/2020,Central Shenandoah,238,14,238,14
8/17/2020,Central Virginia,153,22,156,22
8/17/2020,Chesapeake,405,52,406,52
8/17/2020,Chesterfield,481,29,486,33
8/17/2020,Chickahominy,203,4,207,6
8/17/2020,Crater,225,21,226,21
8/17/2020,Cumberland Plateau,36,3,36,3
8/17/2020,Eastern Shore,33,0,33,0
8/17/2020,Fairfax,1532,94,1567,98
8/17/2020,Hampton,192,18,192,18
8/17/2020,Henrico,620,37,629,42
8/17/2020,Lenowisco,51,6,52,7
8/17/2020,Lord Fairfax,215,13,217,14
8/17/2020,Loudoun,448,33,459,37
8/17/2020,Mount Rogers,84,8,90,12
8/17/2020,New River,1018,4,1021,6
8/17/2020,Norfolk,388,36,390,36
8/17/2020,Out of State,477,21,481,22
8/17/2020,Peninsula,383,38,386,38
8/17/2020,Piedmont,124,3,124,3
8/17/2020,Pittsylvania-Danville,65,12,65,12
8/17/2020,Portsmouth,190,25,192,25
8/17/2020,Prince William,626,55,646,67
8/17/2020,Rappahannock,356,30,366,32
8/17/2020,Rappahannock Rapidan,174,13,181,19
8/17/2020,Richmond,554,21,556,23
8/17/2020,Roanoke,655,14,666,16
8/17/2020,Southside,91,8,91,8
8/17/2020,Thomas Jefferson,366,16,374,17
8/17/2020,Three Rivers,150,3,154,5
8/17/2020,Unknown,10,1,10,1
8/17/2020,Virginia Beach,658,61,664,61
8/17/2020,Western Tidewater,316,37,316,37
8/17/2020,West Piedmont,76,18,78,20
8/16/2020,Alexandria,328,17,341,18
8/16/2020,Alleghany,123,8,134,9
8/16/2020,Arlington,375,26,397,27
8/16/2020,Central Shenandoah,321,16,323,16
8/16/2020,Central Virginia,477,41,485,42
8/16/2020,Chesapeake,311,21,322,21
8/16/2020,Chesterfield,400,30,443,43
8/16/2020,Chickahominy,142,6,154,7
8/16/2020,Crater,319,34,324,34
8/16/2020,Cumberland Plateau,77,5,77,5
8/16/2020,Eastern Shore,72,2,72,2
8/16/2020,Fairfax,1531,86,1629,94
8/16/2020,Hampton,143,8,145,8
8/16/2020,Henrico,507,23,532,25
8/16/2020,Lenowisco,292,16,294,16
8/16/2020,Lord Fairfax,235,10,243,10
8/16/2020,Loudoun,435,33,467,35
8/16/2020,Mount Rogers,234,23,236,23
8/16/2020,New River,885,5,895,5
8/16/2020,Norfolk,330,26,337,27
8/16/2020,Out of State,228,5,229,5
8/16/2020,Peninsula,441,29,450,30
8/16/2020,Piedmont,129,8,135,8
8/16/2020,Pittsylvania-Danville,167,18,169,18
8/16/2020,Portsmouth,187,22,189,23
8/16/2020,Prince William,632,59,662,62
8/16/2020,Rappahannock,347,31,367,34
8/16/2020,Rappahannock Rapidan,238,14,246,16
8/16/2020,Richmond,428,15,441,17
8/16/2020,Roanoke,173,14,183,14
8/16/2020,Southside,146,9,148,9
8/16/2020,Thomas Jefferson,287,18,296,18
8/16/2020,Three Rivers,131,4,136,4
8/16/2020,Unknown,34,4,34,4
8/16/2020,Virginia Beach,809,34,834,38
8/16/2020,Western Tidewater,313,44,317,45
8/16/2020,West Piedmont,86,7,89,7
8/15/2020,Alexandria,195,13,218,15
8/15/2020,Alleghany,181,9,187,9
8/15/2020,Arlington,347,10,386,11
8/15/2020,Central Shenandoah,277,22,283,24
8/15/2020,Central Virginia,548,35,553,36
8/15/2020,Chesapeake,372,55,393,58
8/15/2020,Chesterfield,452,27,487,28
8/15/2020,Chickahominy,171,12,185,15
8/15/2020,Crater,194,14,204,14
8/15/2020,Cumberland Plateau,66,5,68,5
8/15/2020,Eastern Shore,110,2,110,2
8/15/2020,Fairfax,1290,56,1483,68
8/15/2020,Hampton,188,13,192,13
8/15/2020,Henrico,600,45,627,50
8/15/2020,Lenowisco,122,13,131,16
8/15/2020,Lord Fairfax,567,15,585,16
8/15/2020,Loudoun,503,23,561,29
8/15/2020,Mount Rogers,268,15,275,16
8/15/2020,New River,812,13,817,13
8/15/2020,Norfolk,497,42,505,42
8/15/2020,Out of State,299,15,303,15
8/15/2020,Peninsula,513,27,531,29
8/15/2020,Piedmont,116,6,124,6
8/15/2020,Pittsylvania-Danville,227,29,230,29
8/15/2020,Portsmouth,217,25,220,25
8/15/2020,Prince William,672,64,732,72
8/15/2020,Rappahannock,324,25,353,25
8/15/2020,Rappahannock Rapidan,251,7,270,10
8/15/2020,Richmond,429,16,442,18
8/15/2020,Roanoke,867,28,877,29
8/15/2020,Southside,61,3,67,4
8/15/2020,Thomas Jefferson,365,15,376,15
8/15/2020,Three Rivers,161,10,170,11
8/15/2020,Unknown,41,3,41,3
8/15/2020,Virginia Beach,754,57,772,60
8/15/2020,Western Tidewater,428,41,439,43
8/15/2020,West Piedmont,184,18,186,19
8/14/2020,Alexandria,310,19,339,20
8/14/2020,Alleghany,223,7,230,8
8/14/2020,Arlington,623,41,666,46
8/14/2020,Central Shenandoah,638,22,645,22
8/14/2020,Central Virginia,580,53,583,53
8/14/2020,Chesapeake,572,61,590,62
8/14/2020,Chesterfield,754,53,793,54
8/14/2020,Chickahominy,229,12,248,14
8/14/2020,Crater,368,28,373,28
8/14/2020,Cumberland Plateau,126,7,127,7
8/14/2020,Eastern Shore,265,5,265,5
8/14/2020,Fairfax,2127,157,2348,183
8/14/2020,Hampton,227,15,233,15
8/14/2020,Henrico,872,55,917,59
8/14/2020,Lenowisco,160,31,170,32
8/14/2020,Lord Fairfax,328,9,339,10
8/14/2020,Loudoun,597,32,647,34
8/14/2020,Mount Rogers,273,12,282,13
8/14/2020,New River,218,22,223,26
8/14/2020,Norfolk,745,66,755,67
8/14/2020,Out of State,398,16,403,18
8/14/2020,Peninsula,769,47,785,49
8/14/2020,Piedmont,144,8,151,9
8/14/2020,Pittsylvania-Danville,165,19,167,19
8/14/2020,Portsmouth,275,32,276,32
8/14/2020,Prince William,798,86,841,96
8/14/2020,Rappahannock,458,39,478,43
8/14/2020,Rappahannock Rapidan,275,15,303,27
8/14/2020,Richmond,653,27,672,33
8/14/2020,Roanoke,445,22,449,22
8/14/2020,Southside,130,8,130,8
8/14/2020,Thomas Jefferson,495,39,509,41
8/14/2020,Three Rivers,350,13,359,13
8/14/2020,Unknown,37,4,38,5
8/14/2020,Virginia Beach,820,57,852,58
8/14/2020,Western Tidewater,424,58,438,60
8/14/2020,West Piedmont,73,22,76,23
8/13/2020,Alexandria,411,29,439,33
