lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive
9/7/2020,Chesapeake,155,20,156,20
9/7/2020,Chesterfield,366,25,392,28
9/7/2020,Chickahominy,168,8,176,9
9/7/2020,Crater,219,24,224,24
9/7/2020,Cumberland Plateau,19,5,19,5
9/7/2020,Eastern Shore,23,0,23,0
9/7/2020,Fairfax,979,77,1002,80
9/7/2020,Hampton,68,6,68,6
9/7/2020,Henrico,403,24,432,28
9/7/2020,Lenowisco,29,7,29,7
9/7/2020,Lord Fairfax,171,7,171,7
9/7/2020,Loudoun,298,26,308,28
9/7/2020,Mount Rogers,104,10,105,10
9/7/2020,New River,67,6,80,7
9/7/2020,Norfolk,176,7,176,7
9/7/2020,Out of State,237,12,241,12
9/7/2020,Peninsula,176,13,176,13
9/7/2020,Piedmont,65,8,67,8
9/7/2020,Pittsylvania-Danville,108,4,108,4
9/7/2020,Portsmouth,76,9,76,9
9/7/2020,Prince William,394,40,401,41
9/7/2020,Rappahannock,163,8,165,8
9/7/2020,Rappahannock Rapidan,102,8,108,14
9/7/2020,Richmond,248,18,276,19
9/7/2020,Roanoke,206,14,212,14
9/7/2020,Southside,51,11,51,11
9/7/2020,Thomas Jefferson,271,12,277,12
9/7/2020,Three Rivers,100,7,102,8
9/7/2020,Unknown,8,2,8,2
9/7/2020,Virginia Beach,274,16,274,16
9/7/2020,Western Tidewater,134,9,134,9
9/7/2020,West Piedmont,13,5,13,5
9/6/2020,Alexandria,209,16,222,16
9/6/2020,Alleghany,122,8,133,8
9/6/2020,Arlington,372,17,383,17
9/6/2020,Central Shenandoah,459,67,462,67
9/6/2020,Central Virginia,415,10,419,11
9/6/2020,Chesapeake,314,23,314,23
9/6/2020,Chesterfield,406,35,440,40
9/6/2020,Chickahominy,188,17,199,21
9/6/2020,Crater,276,53,283,53
9/6/2020,Cumberland Plateau,63,5,66,5
9/6/2020,Eastern Shore,49,1,50,1
9/6/2020,Fairfax,1282,80,1372,92
9/6/2020,Hampton,138,8,140,9
9/6/2020,Henrico,458,36,496,47
9/6/2020,Lenowisco,56,4,57,4
9/6/2020,Lord Fairfax,190,9,194,9
9/6/2020,Loudoun,424,38,448,41
9/6/2020,Mount Rogers,154,13,157,14
9/6/2020,New River,107,7,119,7
9/6/2020,Norfolk,347,17,348,17
9/6/2020,Out of State,356,28,364,30
9/6/2020,Peninsula,358,23,360,23
9/6/2020,Piedmont,139,18,140,18
9/6/2020,Pittsylvania-Danville,238,18,240,18
9/6/2020,Portsmouth,159,16,159,16
9/6/2020,Prince William,471,43,501,44
9/6/2020,Rappahannock,281,27,289,29
9/6/2020,Rappahannock Rapidan,227,7,230,8
9/6/2020,Richmond,329,27,351,29
9/6/2020,Roanoke,428,19,435,19
9/6/2020,Southside,93,15,94,15
9/6/2020,Thomas Jefferson,369,15,378,16
9/6/2020,Three Rivers,226,6,231,7
9/6/2020,Unknown,37,4,37,4
9/6/2020,Virginia Beach,771,30,787,30
9/6/2020,Western Tidewater,262,27,266,27
9/6/2020,West Piedmont,143,13,145,13
9/5/2020,Alexandria,263,15,286,15
9/5/2020,Alleghany,226,28,242,28
9/5/2020,Arlington,422,13,454,19
9/5/2020,Central Shenandoah,303,54,308,54
9/5/2020,Central Virginia,585,46,596,49
9/5/2020,Chesapeake,352,21,361,22
9/5/2020,Chesterfield,462,28,512,32
9/5/2020,Chickahominy,160,10,174,13
9/5/2020,Crater,186,15,193,16
9/5/2020,Cumberland Plateau,106,2,113,3
9/5/2020,Eastern Shore,69,1,70,1
9/5/2020,Fairfax,1701,97,1883,106
9/5/2020,Hampton,150,6,151,6
9/5/2020,Henrico,617,32,652,37
9/5/2020,Lenowisco,105,6,107,6
9/5/2020,Lord Fairfax,306,19,310,19
9/5/2020,Loudoun,664,40,709,46
9/5/2020,Mount Rogers,203,31,209,32
9/5/2020,New River,257,34,272,35
9/5/2020,Norfolk,330,31,337,32
9/5/2020,Out of State,369,17,396,21
9/5/2020,Peninsula,560,31,571,32
9/5/2020,Piedmont,137,8,142,10
9/5/2020,Pittsylvania-Danville,192,15,192,15
9/5/2020,Portsmouth,140,14,143,14
9/5/2020,Prince William,601,58,649,63
9/5/2020,Rappahannock,320,21,345,24
9/5/2020,Rappahannock Rapidan,162,8,173,12
9/5/2020,Richmond,316,29,340,30
9/5/2020,Roanoke,802,47,811,47
9/5/2020,Southside,137,8,138,8
9/5/2020,Thomas Jefferson,325,13,344,13
9/5/2020,Three Rivers,270,15,279,17
9/5/2020,Unknown,35,2,36,3
9/5/2020,Virginia Beach,572,19,591,19
9/5/2020,Western Tidewater,287,25,290,27
9/5/2020,West Piedmont,161,14,164,14
9/4/2020,Alexandria,341,23,366,24
9/4/2020,Alleghany,105,12,127,13
9/4/2020,Arlington,454,13,501,16
9/4/2020,Central Shenandoah,451,99,458,100
9/4/2020,Central Virginia,348,19,355,20
9/4/2020,Chesapeake,476,26,483,28
9/4/2020,Chesterfield,705,26,761,33
9/4/2020,Chickahominy,180,9,186,10
9/4/2020,Crater,260,28,275,29
9/4/2020,Cumberland Plateau,51,5,56,7
9/4/2020,Eastern Shore,97,1,97,1
9/4/2020,Fairfax,1706,84,1952,104
9/4/2020,Hampton,166,12,170,12
9/4/2020,Henrico,785,33,829,39
9/4/2020,Lenowisco,95,11,99,14
9/4/2020,Lord Fairfax,537,15,549,16
9/4/2020,Loudoun,500,51,561,55
9/4/2020,Mount Rogers,205,22,217,23
9/4/2020,New River,650,73,665,73
9/4/2020,Norfolk,399,27,402,27
9/4/2020,Out of State,352,16,360,17
9/4/2020,Peninsula,451,35,461,35
9/4/2020,Piedmont,178,1,186,2
9/4/2020,Pittsylvania-Danville,167,26,170,28
9/4/2020,Portsmouth,166,16,169,16
9/4/2020,Prince William,833,75,878,81
9/4/2020,Rappahannock,476,34,500,37
9/4/2020,Rappahannock Rapidan,316,14,331,20
9/4/2020,Richmond,341,26,381,32
9/4/2020,Roanoke,528,48,539,48
9/4/2020,Southside,96,20,99,20
9/4/2020,Thomas Jefferson,783,46,807,48
9/4/2020,Three Rivers,269,12,271,12
9/4/2020,Unknown,30,4,30,4
9/4/2020,Virginia Beach,588,38,604,40
9/4/2020,Western Tidewater,283,36,286,36
9/4/2020,West Piedmont,97,17,102,18
9/3/2020,Alexandria,400,19,431,22
9/3/2020,Alleghany,240,17,254,17
9/3/2020,Arlington,569,27,614,28
9/3/2020,Central Shenandoah,288,69,300,69
9/3/2020,Central Virginia,1125,61,1125,61
9/3/2020,Chesapeake,504,51,515,52
9/3/2020,Chesterfield,586,52,654,63
9/3/2020,Chickahominy,364,23,384,25
9/3/2020,Crater,312,38,340,41
9/3/2020,Cumberland Plateau,85,6,86,7
9/3/2020,Eastern Shore,131,3,131,3
9/3/2020,Fairfax,2096,136,2307,150
9/3/2020,Hampton,194,17,199,17
9/3/2020,Henrico,685,37,748,45
9/3/2020,Lenowisco,250,23,258,24
9/3/2020,Lord Fairfax,214,4,220,6
9/3/2020,Loudoun,736,51,790,55
9/3/2020,Mount Rogers,414,50,440,63
9/3/2020,New River,807,134,833,137
9/3/2020,Norfolk,584,35,593,35
9/3/2020,Out of State,582,49,588,50
9/3/2020,Peninsula,437,39,449,41
9/3/2020,Piedmont,169,19,173,20
9/3/2020,Pittsylvania-Danville,202,42,210,48
9/3/2020,Portsmouth,141,13,145,13
9/3/2020,Prince William,848,77,894,82
9/3/2020,Rappahannock,422,43,440,45
9/3/2020,Rappahannock Rapidan,206,8,224,12
9/3/2020,Richmond,711,63,773,64
9/3/2020,Roanoke,598,52,623,54
9/3/2020,Southside,178,19,179,19
9/3/2020,Thomas Jefferson,589,40,608,45
9/3/2020,Three Rivers,209,14,219,18
9/3/2020,Unknown,32,7,38,8
9/3/2020,Virginia Beach,688,58,710,61
9/3/2020,Western Tidewater,339,43,346,44
9/3/2020,West Piedmont,157,29,159,29
9/22/2020,Alexandria,129,2,133,2
9/22/2020,Alleghany,157,5,169,5
9/22/2020,Arlington,111,2,115,3
9/22/2020,Central Shenandoah,120,10,124,10
9/22/2020,Central Virginia,201,16,202,16
9/22/2020,Chesapeake,262,3,262,3
9/22/2020,Chesterfield,362,17,390,17
9/22/2020,Chickahominy,77,1,85,3
9/22/2020,Crater,131,10,138,10
9/22/2020,Cumberland Plateau,24,5,24,5
9/22/2020,Eastern Shore,14,0,14,0
9/22/2020,Fairfax,304,13,346,15
9/22/2020,Hampton,41,2,41,2
9/22/2020,Henrico,252,4,276,4
9/22/2020,Lenowisco,32,2,33,3
9/22/2020,Lord Fairfax,132,5,135,5
9/22/2020,Loudoun,78,5,85,5
9/22/2020,Mount Rogers,58,4,61,4
9/22/2020,New River,197,18,214,18
9/22/2020,Norfolk,197,3,197,3
9/22/2020,Out of State,184,4,189,4
9/22/2020,Peninsula,164,2,166,2
9/22/2020,Piedmont,80,2,84,2
9/22/2020,Pittsylvania-Danville,88,5,88,5
9/22/2020,Portsmouth,50,0,50,0
9/22/2020,Prince William,168,12,173,12
9/22/2020,Rappahannock,89,5,91,5
9/22/2020,Rappahannock Rapidan,27,0,29,0
9/22/2020,Richmond,165,4,174,4
9/22/2020,Roanoke,66,14,69,14
9/22/2020,Southside,190,3,190,3
9/22/2020,Thomas Jefferson,249,8,253,8
9/22/2020,Three Rivers,63,4,64,4
9/22/2020,Unknown,10,0,11,0
9/22/2020,Virginia Beach,359,8,366,9
9/22/2020,Western Tidewater,122,11,122,11
9/22/2020,West Piedmont,67,7,70,9
9/2/2020,Alexandria,434,16,463,17
9/2/2020,Alleghany,187,14,211,14
9/2/2020,Arlington,448,18,497,23
9/2/2020,Central Shenandoah,334,52,345,52
9/2/2020,Central Virginia,874,60,884,61
9/2/2020,Chesapeake,475,42,486,44
9/2/2020,Chesterfield,599,57,665,58
9/2/2020,Chickahominy,220,19,246,19
9/2/2020,Crater,301,25,323,28
9/2/2020,Cumberland Plateau,80,4,83,4
9/2/2020,Eastern Shore,63,2,64,2
9/2/2020,Fairfax,2210,179,2478,203
9/2/2020,Hampton,162,15,167,15
9/2/2020,Henrico,696,48,741,53
9/2/2020,Lenowisco,221,14,226,15
9/2/2020,Lord Fairfax,316,11,320,12
9/2/2020,Loudoun,785,77,869,89
9/2/2020,Mount Rogers,370,50,391,65
9/2/2020,New River,681,132,701,133
9/2/2020,Norfolk,488,26,502,26
9/2/2020,Out of State,500,22,507,22
9/2/2020,Peninsula,459,30,476,32
9/2/2020,Piedmont,178,14,185,14
9/2/2020,Pittsylvania-Danville,244,40,246,40
9/2/2020,Portsmouth,165,15,170,15
9/2/2020,Prince William,978,90,1059,100
9/2/2020,Rappahannock,589,45,619,48
9/2/2020,Rappahannock Rapidan,254,19,282,28
9/2/2020,Richmond,420,40,479,41
9/2/2020,Roanoke,566,64,587,66
9/2/2020,Southside,157,15,158,15
9/2/2020,Thomas Jefferson,653,39,675,39
9/2/2020,Three Rivers,241,18,249,18
9/2/2020,Unknown,30,6,49,11
9/2/2020,Virginia Beach,739,42,759,47
9/2/2020,Western Tidewater,304,39,307,39
9/2/2020,West Piedmont,164,27,171,27
9/21/2020,Alexandria,235,11,238,12
9/21/2020,Alleghany,111,9,130,9
9/21/2020,Arlington,286,12,290,13
9/21/2020,Central Shenandoah,226,17,227,17
9/21/2020,Central Virginia,260,15,261,15
9/21/2020,Chesapeake,360,20,362,20
9/21/2020,Chesterfield,431,19,463,19
9/21/2020,Chickahominy,297,17,309,17
9/21/2020,Crater,182,15,189,15
9/21/2020,Cumberland Plateau,29,4,31,6
9/21/2020,Eastern Shore,34,1,35,1
9/21/2020,Fairfax,1362,71,1399,71
9/21/2020,Hampton,100,4,100,4
9/21/2020,Henrico,701,23,748,23
9/21/2020,Lenowisco,22,0,23,0
9/21/2020,Lord Fairfax,254,3,258,3
9/21/2020,Loudoun,453,16,473,17
9/21/2020,Mount Rogers,102,6,110,12
9/21/2020,New River,633,36,649,37
9/21/2020,Norfolk,337,13,338,13
9/21/2020,Out of State,337,8,347,8
9/21/2020,Peninsula,325,17,326,17
9/21/2020,Piedmont,109,4,110,4
9/21/2020,Pittsylvania-Danville,212,13,213,13
9/21/2020,Portsmouth,124,6,125,6
9/21/2020,Prince William,623,37,635,40
9/21/2020,Rappahannock,307,15,311,15
9/21/2020,Rappahannock Rapidan,157,2,161,4
9/21/2020,Richmond,274,12,287,12
9/21/2020,Roanoke,405,20,414,20
9/21/2020,Southside,340,5,342,5
9/21/2020,Thomas Jefferson,388,16,391,16
9/21/2020,Three Rivers,166,10,169,10
9/21/2020,Unknown,14,1,14,1
9/21/2020,Virginia Beach,636,32,640,34
9/21/2020,Western Tidewater,212,12,213,13
9/21/2020,West Piedmont,79,12,81,12
9/20/2020,Alexandria,256,20,264,21
9/20/2020,Alleghany,336,13,347,13
9/20/2020,Arlington,360,15,380,17
9/20/2020,Central Shenandoah,461,23,465,24
9/20/2020,Central Virginia,578,28,582,28
9/20/2020,Chesapeake,225,9,231,10
9/20/2020,Chesterfield,560,35,591,39
9/20/2020,Chickahominy,183,12,190,13
9/20/2020,Crater,341,23,345,23
9/20/2020,Cumberland Plateau,114,5,118,5
9/20/2020,Eastern Shore,68,0,68,0
9/20/2020,Fairfax,1296,54,1398,63
9/20/2020,Hampton,92,0,93,0
9/20/2020,Henrico,1387,25,1411,27
9/20/2020,Lenowisco,78,7,80,7
9/20/2020,Lord Fairfax,365,12,368,12
9/20/2020,Loudoun,431,13,464,18
9/20/2020,Mount Rogers,248,8,254,9
9/20/2020,New River,170,4,183,4
9/20/2020,Norfolk,361,17,364,17
9/20/2020,Out of State,248,9,253,9
9/20/2020,Peninsula,340,13,351,17
9/20/2020,Piedmont,104,5,108,6
9/20/2020,Pittsylvania-Danville,199,7,199,7
9/20/2020,Portsmouth,132,5,134,5
9/20/2020,Prince William,596,33,611,35
9/20/2020,Rappahannock,326,21,338,22
9/20/2020,Rappahannock Rapidan,293,1,298,1
9/20/2020,Richmond,324,11,346,12
9/20/2020,Roanoke,1173,44,1187,44
9/20/2020,Southside,161,4,162,4
9/20/2020,Thomas Jefferson,434,13,441,14
9/20/2020,Three Rivers,224,21,227,21
9/20/2020,Unknown,28,1,28,1
9/20/2020,Virginia Beach,423,19,435,20
9/20/2020,Western Tidewater,598,134,598,134
9/20/2020,West Piedmont,139,11,139,11
9/19/2020,Alexandria,242,13,264,14
9/19/2020,Alleghany,95,9,107,9
9/19/2020,Arlington,437,11,461,12
9/19/2020,Central Shenandoah,327,42,338,45
9/19/2020,Central Virginia,657,24,659,24
9/19/2020,Chesapeake,277,21,286,22
9/19/2020,Chesterfield,512,26,546,30
9/19/2020,Chickahominy,194,13,202,13
9/19/2020,Crater,302,19,307,19
9/19/2020,Cumberland Plateau,57,5,60,7
9/19/2020,Eastern Shore,72,1,72,1
9/19/2020,Fairfax,1529,91,1646,102
9/19/2020,Hampton,160,5,161,6
9/19/2020,Henrico,607,26,633,29
9/19/2020,Lenowisco,129,1,130,1
9/19/2020,Lord Fairfax,590,11,593,12
9/19/2020,Loudoun,525,50,558,56
9/19/2020,Mount Rogers,284,17,290,17
9/19/2020,New River,196,6,214,7
9/19/2020,Norfolk,495,9,502,11
9/19/2020,Out of State,447,22,451,22
9/19/2020,Peninsula,547,11,556,13
9/19/2020,Piedmont,165,6,167,6
9/19/2020,Pittsylvania-Danville,299,18,299,18
9/19/2020,Portsmouth,170,5,171,5
9/19/2020,Prince William,784,45,808,48
9/19/2020,Rappahannock,416,20,436,26
9/19/2020,Rappahannock Rapidan,173,7,176,9
9/19/2020,Richmond,324,10,348,10
9/19/2020,Roanoke,939,35,949,35
9/19/2020,Southside,152,10,156,10
9/19/2020,Thomas Jefferson,682,18,685,18
9/19/2020,Three Rivers,197,12,205,13
9/19/2020,Unknown,62,3,62,3
9/19/2020,Virginia Beach,731,10,743,11
9/19/2020,Western Tidewater,386,86,388,86
9/19/2020,West Piedmont,167,1,167,1
9/18/2020,Alexandria,434,14,456,15
9/18/2020,Alleghany,233,32,248,33
9/18/2020,Arlington,501,12,533,13
9/18/2020,Central Shenandoah,566,44,578,46
9/18/2020,Central Virginia,715,41,722,42
9/18/2020,Chesapeake,501,25,508,25
9/18/2020,Chesterfield,997,38,1044,39
9/18/2020,Chickahominy,286,9,299,11
9/18/2020,Crater,397,59,404,59
9/18/2020,Cumberland Plateau,57,2,61,4
9/18/2020,Eastern Shore,88,0,90,0
9/18/2020,Fairfax,1842,76,1972,81
9/18/2020,Hampton,239,6,240,6
9/18/2020,Henrico,1587,43,1629,52
9/18/2020,Lenowisco,73,3,80,7
9/18/2020,Lord Fairfax,708,25,719,25
9/18/2020,Loudoun,548,23,585,27
9/18/2020,Mount Rogers,439,12,454,17
9/18/2020,New River,561,48,581,49
9/18/2020,Norfolk,511,23,516,23
9/18/2020,Out of State,558,32,569,33
9/18/2020,Peninsula,719,22,742,28
9/18/2020,Piedmont,212,9,219,10
9/18/2020,Pittsylvania-Danville,205,10,212,15
9/18/2020,Portsmouth,183,9,187,9
9/18/2020,Prince William,846,61,882,62
9/18/2020,Rappahannock,385,14,403,16
9/18/2020,Rappahannock Rapidan,534,9,549,15
9/18/2020,Richmond,635,15,669,18
9/18/2020,Roanoke,897,47,912,49
9/18/2020,Southside,381,4,382,4
9/18/2020,Thomas Jefferson,800,45,812,47
9/18/2020,Three Rivers,304,18,313,18
9/18/2020,Unknown,36,1,36,1
9/18/2020,Virginia Beach,768,33,788,35
9/18/2020,Western Tidewater,348,52,353,55
9/18/2020,West Piedmont,188,32,193,33
9/17/2020,Alexandria,344,18,353,19
9/17/2020,Alleghany,393,12,414,12
9/17/2020,Arlington,486,14,508,15
9/17/2020,Central Shenandoah,731,38,736,40
9/17/2020,Central Virginia,662,29,664,29
9/17/2020,Chesapeake,484,20,489,20
9/17/2020,Chesterfield,826,36,861,36
9/17/2020,Chickahominy,358,13,370,14
9/17/2020,Crater,528,42,537,42
9/17/2020,Cumberland Plateau,82,8,92,9
9/17/2020,Eastern Shore,67,1,125,1
9/17/2020,Fairfax,1820,96,1974,109
9/17/2020,Hampton,205,8,206,8
9/17/2020,Henrico,1603,53,1645,55
9/17/2020,Lenowisco,160,8,164,9
9/17/2020,Lord Fairfax,684,13,686,13
9/17/2020,Loudoun,514,21,573,26
9/17/2020,Mount Rogers,478,30,490,36
9/17/2020,New River,664,55,679,55
9/17/2020,Norfolk,406,16,410,18
9/17/2020,Out of State,985,39,992,40
9/17/2020,Peninsula,811,21,822,24
9/17/2020,Piedmont,235,12,242,14
9/17/2020,Pittsylvania-Danville,105,9,107,11
9/17/2020,Portsmouth,227,60,228,60
9/17/2020,Prince William,902,63,947,71
9/17/2020,Rappahannock,523,34,541,35
9/17/2020,Rappahannock Rapidan,294,3,306,8
9/17/2020,Richmond,790,25,818,26
9/17/2020,Roanoke,1014,44,1035,48
9/17/2020,Southside,493,9,497,9
9/17/2020,Thomas Jefferson,1018,65,1031,67
9/17/2020,Three Rivers,501,26,505,27
9/17/2020,Unknown,45,0,47,0
9/17/2020,Virginia Beach,640,32,658,33
9/17/2020,Western Tidewater,527,20,531,20
9/17/2020,West Piedmont,108,4,110,4
9/16/2020,Alexandria,390,22,411,26
9/16/2020,Alleghany,271,17,293,19
9/16/2020,Arlington,577,18,607,20
9/16/2020,Central Shenandoah,668,47,679,50
9/16/2020,Central Virginia,587,37,595,39
9/16/2020,Chesapeake,606,25,623,30
9/16/2020,Chesterfield,944,38,996,44
9/16/2020,Chickahominy,475,9,489,10
9/16/2020,Crater,410,27,423,28
9/16/2020,Cumberland Plateau,89,10,92,10
9/16/2020,Eastern Shore,104,3,107,4
9/16/2020,Fairfax,2418,110,2577,126
9/16/2020,Hampton,237,13,240,15
9/16/2020,Henrico,1317,30,1360,31
9/16/2020,Lenowisco,106,2,110,5
9/16/2020,Lord Fairfax,350,14,361,15
9/16/2020,Loudoun,687,52,743,62
9/16/2020,Mount Rogers,469,39,477,42
9/16/2020,New River,792,66,816,66
9/16/2020,Norfolk,555,24,563,24
9/16/2020,Out of State,1882,23,1890,23
9/16/2020,Peninsula,854,14,872,16
9/16/2020,Piedmont,189,9,197,10
9/16/2020,Pittsylvania-Danville,436,30,438,31
9/16/2020,Portsmouth,267,24,273,25
9/16/2020,Prince William,1013,79,1055,89
9/16/2020,Rappahannock,462,23,497,28
9/16/2020,Rappahannock Rapidan,348,15,365,22
9/16/2020,Richmond,561,14,595,15
9/16/2020,Roanoke,622,56,638,56
9/16/2020,Southside,746,21,752,21
9/16/2020,Thomas Jefferson,1040,61,1049,61
9/16/2020,Three Rivers,335,23,341,24
9/16/2020,Unknown,73,2,73,2
9/16/2020,Virginia Beach,741,29,768,32
9/16/2020,Western Tidewater,410,37,421,37
9/16/2020,West Piedmont,238,27,239,28
9/15/2020,Alexandria,259,12,266,13
9/15/2020,Alleghany,215,13,238,13
9/15/2020,Arlington,384,12,397,12
9/15/2020,Central Shenandoah,359,35,361,36
9/15/2020,Central Virginia,336,25,336,25
9/15/2020,Chesapeake,537,14,538,14
9/15/2020,Chesterfield,884,43,915,45
9/15/2020,Chickahominy,269,21,276,21
9/15/2020,Crater,279,15,284,16
9/15/2020,Cumberland Plateau,51,4,55,7
9/15/2020,Eastern Shore,35,1,35,1
9/15/2020,Fairfax,1716,82,1815,87
9/15/2020,Hampton,177,9,177,9
9/15/2020,Henrico,746,43,782,43
9/15/2020,Lenowisco,101,2,102,2
9/15/2020,Lord Fairfax,330,17,332,17
9/15/2020,Loudoun,506,33,544,37
9/15/2020,Mount Rogers,261,7,287,30
9/15/2020,New River,539,52,552,52
9/15/2020,Norfolk,555,21,559,22
9/15/2020,Out of State,638,14,644,14
9/15/2020,Peninsula,382,23,384,23
9/15/2020,Piedmont,213,13,219,13
9/15/2020,Pittsylvania-Danville,92,21,93,22
9/15/2020,Portsmouth,119,7,119,7
9/15/2020,Prince William,780,61,801,61
9/15/2020,Rappahannock,505,41,513,43
9/15/2020,Rappahannock Rapidan,176,6,185,13
9/15/2020,Richmond,409,18,437,19
9/15/2020,Roanoke,447,44,467,44
9/15/2020,Southside,286,14,287,14
9/15/2020,Thomas Jefferson,1208,83,1212,83
9/15/2020,Three Rivers,240,16,243,16
9/15/2020,Unknown,28,1,31,2
9/15/2020,Virginia Beach,954,51,961,54
9/15/2020,Western Tidewater,440,69,440,69
9/15/2020,West Piedmont,98,16,103,17
9/14/2020,Alexandria,224,13,232,13
9/14/2020,Alleghany,177,15,188,16
9/14/2020,Arlington,417,24,424,25
9/14/2020,Central Shenandoah,392,37,392,37
9/14/2020,Central Virginia,358,31,360,31
9/14/2020,Chesapeake,270,15,271,15
9/14/2020,Chesterfield,681,36,717,39
