lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-04,Central Virginia,460,21,463,22,0.04565,0.04752,0.06516
2020-08-04,Central Shenandoah,201,9,201,9,0.04478,0.04478,0.04276
2020-08-04,Arlington,222,6,236,7,0.02703,0.02966,0.03958
2020-08-04,Alleghany,153,7,153,7,0.04575,0.04575,0.03434
2020-08-04,Loudoun,353,25,401,31,0.07082,0.07731,0.05861
2020-08-04,Chickahominy,142,9,149,11,0.06338,0.07383,0.05085
2020-08-04,Mount Rogers,106,11,113,16,0.10377,0.14159,0.08677
2020-08-04,Alexandria,165,14,178,14,0.08485,0.07865,0.0524
2020-08-04,Norfolk,318,39,321,39,0.12264,0.1215,0.10554
2020-08-04,Western Tidewater,124,22,126,22,0.17742,0.1746,0.15518
2020-08-04,Virginia Beach,768,42,780,44,0.05469,0.05641,0.07439
2020-08-04,Three Rivers,124,7,125,8,0.05645,0.064,0.04892
2020-08-04,Thomas Jefferson,447,18,453,18,0.04027,0.03974,0.04754
2020-08-04,Southside,107,8,108,8,0.07477,0.07407,0.07569
2020-08-04,Roanoke,217,13,218,13,0.05991,0.05963,0.04781
2020-08-04,Richmond,264,19,272,25,0.07197,0.09191,0.07355
2020-08-04,West Piedmont,119,19,121,21,0.15966,0.17355,0.14159
2020-08-04,Rappahannock,345,17,359,17,0.04928,0.04735,0.06229
2020-08-04,Prince William,496,41,532,54,0.08266,0.1015,0.08832
2020-08-04,Portsmouth,85,10,85,10,0.11765,0.11765,0.12791
2020-08-04,Pittsylvania-Danville,132,22,132,22,0.16667,0.16667,0.19381
2020-08-04,Piedmont,100,8,101,8,0.08,0.07921,0.05131
2020-08-04,Peninsula,277,32,281,33,0.11552,0.11744,0.07937
2020-08-04,Rappahannock Rapidan,181,10,196,16,0.05525,0.08163,0.05812
2020-08-05,Norfolk,839,75,855,77,0.08939,0.09006,0.10231
2020-08-05,Peninsula,683,65,708,66,0.09517,0.09322,0.08253
2020-08-05,Piedmont,162,9,193,27,0.05556,0.1399,0.05216
2020-08-05,Pittsylvania-Danville,277,33,282,33,0.11913,0.11702,0.17888
2020-08-05,Portsmouth,475,32,478,33,0.06737,0.06904,0.1158
2020-08-05,Prince William,798,70,898,94,0.08772,0.10468,0.0882
2020-08-05,Rappahannock,572,28,617,35,0.04895,0.05673,0.05962
2020-08-05,Roanoke,213,9,229,10,0.04225,0.04367,0.0467
2020-08-05,Richmond,357,21,375,21,0.05882,0.056,0.0706
2020-08-05,Southside,255,13,269,15,0.05098,0.05576,0.07075
2020-08-05,Thomas Jefferson,561,35,593,37,0.06239,0.06239,0.05051
2020-08-05,Three Rivers,250,22,260,22,0.088,0.08462,0.05673
2020-08-05,Virginia Beach,1034,93,1080,98,0.08994,0.09074,0.0775
2020-08-05,New River,349,17,354,17,0.04871,0.04802,0.06046
2020-08-05,Rappahannock Rapidan,241,17,272,24,0.07054,0.08824,0.06061
2020-08-05,Mount Rogers,252,36,269,45,0.14286,0.16729,0.09798
2020-08-05,Cumberland Plateau,70,4,76,5,0.05714,0.06579,0.09228
2020-08-05,Lord Fairfax,373,14,391,17,0.03753,0.04348,0.02682
2020-08-05,Alexandria,270,14,321,25,0.05185,0.07788,0.05229
2020-08-05,Alleghany,177,5,187,5,0.02825,0.02674,0.03312
2020-08-05,Arlington,383,15,452,19,0.03916,0.04204,0.0395
2020-08-05,Central Shenandoah,646,17,661,18,0.02632,0.02723,0.03947
2020-08-05,Central Virginia,620,66,632,66,0.10645,0.10443,0.07342
2020-08-05,Chesapeake,527,63,565,68,0.11954,0.12035,0.12126
2020-08-05,Chesterfield,616,33,654,36,0.05357,0.05505,0.08204
2020-08-05,Chickahominy,232,10,246,13,0.0431,0.05285,0.0493
2020-08-05,Crater,250,30,269,34,0.12,0.12639,0.09275
2020-08-05,Western Tidewater,557,57,565,57,0.10233,0.10088,0.14461
2020-08-05,Eastern Shore,88,4,92,4,0.04545,0.04348,0.03737
2020-08-05,Fairfax,1608,72,1900,99,0.04478,0.05211,0.04716
2020-08-05,Hampton,263,25,272,27,0.09506,0.09926,0.09098
2020-08-05,Henrico,873,44,904,52,0.0504,0.05752,0.06752
2020-08-05,Lenowisco,153,30,161,32,0.19608,0.19876,0.13565
2020-08-05,Loudoun,598,18,679,22,0.0301,0.0324,0.05291
2020-08-05,West Piedmont,206,47,214,51,0.22816,0.23832,0.1589
2020-08-06,West Piedmont,197,20,202,21,0.10152,0.10396,0.14934
2020-08-06,Cumberland Plateau,130,9,133,10,0.06923,0.07519,0.08844
2020-08-06,Lord Fairfax,290,11,304,14,0.03793,0.04605,0.02867
2020-08-06,Henrico,536,42,551,48,0.07836,0.08711,0.06932
2020-08-06,Hampton,252,31,254,31,0.12302,0.12205,0.09632
2020-08-06,Fairfax,2062,95,2249,122,0.04607,0.05425,0.04698
2020-08-06,Eastern Shore,93,4,93,4,0.04301,0.04301,0.03831
2020-08-06,Crater,484,44,487,44,0.09091,0.09035,0.09244
2020-08-06,Loudoun,661,41,733,47,0.06203,0.06412,0.05443
2020-08-06,Chickahominy,143,12,154,13,0.08392,0.08442,0.05507
2020-08-06,Chesapeake,516,86,527,86,0.16667,0.16319,0.12883
2020-08-06,Central Virginia,1002,50,1007,50,0.0499,0.04965,0.0695
2020-08-06,Central Shenandoah,343,16,352,16,0.04665,0.04545,0.04066
2020-08-06,Arlington,510,24,558,27,0.04706,0.04839,0.04076
2020-08-06,Alleghany,233,10,240,13,0.04292,0.05417,0.03475
2020-08-06,Alexandria,294,19,323,19,0.06463,0.05882,0.05435
2020-08-06,Chesterfield,677,61,720,71,0.0901,0.09861,0.08338
2020-08-06,Mount Rogers,235,27,251,30,0.11489,0.11952,0.1008
2020-08-06,Lenowisco,78,17,79,17,0.21795,0.21519,0.14937
2020-08-06,Norfolk,467,54,480,57,0.11563,0.11875,0.10453
2020-08-06,Western Tidewater,378,42,381,42,0.11111,0.11024,0.13903
2020-08-06,Virginia Beach,746,87,779,89,0.11662,0.11425,0.08402
2020-08-06,Three Rivers,225,17,229,17,0.07556,0.07424,0.05987
2020-08-06,Thomas Jefferson,513,32,530,33,0.06238,0.06226,0.05249
2020-08-06,Southside,264,9,268,10,0.03409,0.03731,0.06464
2020-08-06,New River,171,12,171,12,0.07018,0.07018,0.06208
2020-08-06,Richmond,349,29,360,30,0.08309,0.08333,0.07268
2020-08-06,Rappahannock Rapidan,217,16,249,30,0.07373,0.12048,0.0628
2020-08-06,Roanoke,474,13,487,15,0.02743,0.0308,0.04349
2020-08-06,Prince William,955,87,1020,96,0.0911,0.09412,0.08868
2020-08-06,Portsmouth,182,37,182,37,0.2033,0.2033,0.13038
2020-08-06,Pittsylvania-Danville,357,16,362,17,0.04482,0.04696,0.15653
2020-08-06,Piedmont,197,17,203,17,0.08629,0.08374,0.05785
2020-08-06,Peninsula,667,49,673,49,0.07346,0.07281,0.08102
2020-08-06,Rappahannock,490,49,524,52,0.1,0.09924,0.06635
2020-08-07,Lord Fairfax,330,25,345,27,0.07576,0.07826,0.0354
2020-08-07,Cumberland Plateau,145,6,146,6,0.04138,0.0411,0.08172
2020-08-07,Lenowisco,164,30,171,30,0.18293,0.17544,0.15416
2020-08-07,Henrico,915,104,943,110,0.11366,0.11665,0.07566
2020-08-07,Hampton,185,14,188,14,0.07568,0.07447,0.09337
2020-08-07,Fairfax,1551,89,1735,104,0.05738,0.05994,0.04847
2020-08-07,Eastern Shore,84,8,86,8,0.09524,0.09302,0.04645
2020-08-07,Crater,364,40,369,40,0.10989,0.1084,0.09493
2020-08-07,New River,314,10,338,28,0.03185,0.08284,0.05776
2020-08-07,Chesterfield,765,102,810,111,0.13333,0.13704,0.09052
2020-08-07,Chesapeake,552,53,568,55,0.09601,0.09683,0.12414
2020-08-07,Central Virginia,639,68,649,68,0.10642,0.10478,0.07477
2020-08-07,Central Shenandoah,612,27,624,28,0.04412,0.04487,0.04116
2020-08-07,Arlington,438,20,481,23,0.04566,0.04782,0.04146
2020-08-07,Alleghany,312,8,323,10,0.02564,0.03096,0.03345
2020-08-07,Loudoun,589,29,628,31,0.04924,0.04936,0.05369
2020-08-07,Chickahominy,307,13,326,13,0.04235,0.03988,0.05326
2020-08-07,Mount Rogers,396,31,406,33,0.07828,0.08128,0.09758
2020-08-07,Alexandria,268,16,311,21,0.0597,0.06752,0.05511
2020-08-07,Norfolk,503,50,517,53,0.0994,0.10251,0.1038
2020-08-07,Western Tidewater,339,47,348,47,0.13864,0.13506,0.13897
2020-08-07,Virginia Beach,810,84,838,87,0.1037,0.10382,0.08683
2020-08-07,Three Rivers,153,22,161,23,0.14379,0.14286,0.07186
2020-08-07,Thomas Jefferson,672,38,688,40,0.05655,0.05814,0.05307
2020-08-07,Southside,106,8,112,11,0.07547,0.09821,0.06618
2020-08-07,Roanoke,927,55,937,56,0.05933,0.05977,0.04575
2020-08-07,Richmond,614,82,627,83,0.13355,0.13238,0.08138
2020-08-07,West Piedmont,236,40,245,45,0.16949,0.18367,0.15222
2020-08-07,Rappahannock,478,32,506,34,0.06695,0.06719,0.06644
2020-08-07,Prince William,840,71,886,76,0.08452,0.08578,0.08809
2020-08-07,Portsmouth,243,29,246,29,0.11934,0.11789,0.12881
2020-08-07,Pittsylvania-Danville,247,30,253,30,0.12146,0.11858,0.15152
2020-08-07,Piedmont,166,8,173,11,0.04819,0.06358,0.05647
2020-08-07,Peninsula,566,36,577,37,0.0636,0.06412,0.07853
2020-08-07,Rappahannock Rapidan,253,15,270,19,0.05929,0.07037,0.06229
2020-08-08,Henrico,773,46,804,51,0.05951,0.06343,0.07585
2020-08-08,Hampton,265,23,273,23,0.08679,0.08425,0.09337
2020-08-08,Fairfax,2317,107,2487,123,0.04618,0.04946,0.0479
2020-08-08,Eastern Shore,79,3,81,3,0.03797,0.03704,0.04915
2020-08-08,Cumberland Plateau,78,16,81,16,0.20513,0.19753,0.10117
2020-08-08,Crater,295,30,303,32,0.10169,0.10561,0.09712
2020-08-08,Chickahominy,251,10,271,10,0.03984,0.0369,0.05523
2020-08-08,Central Virginia,487,38,490,40,0.07803,0.08163,0.07941
2020-08-08,Chesapeake,520,66,541,68,0.12692,0.12569,0.12494
2020-08-08,Central Shenandoah,305,8,316,8,0.02623,0.02532,0.04068
2020-08-08,Arlington,484,15,522,16,0.03099,0.03065,0.03973
2020-08-08,Alleghany,140,3,146,4,0.02143,0.0274,0.03531
2020-08-08,Alexandria,351,19,373,21,0.05413,0.0563,0.05698
2020-08-08,Lenowisco,113,18,118,20,0.15929,0.16949,0.1589
2020-08-08,Chesterfield,662,34,694,35,0.05136,0.05043,0.08611
2020-08-08,Lord Fairfax,378,6,392,6,0.01587,0.01531,0.03194
2020-08-08,Portsmouth,385,46,388,47,0.11948,0.12113,0.12627
2020-08-08,Mount Rogers,249,15,252,15,0.06024,0.05952,0.09782
2020-08-08,Virginia Beach,846,75,868,78,0.08865,0.08986,0.08517
2020-08-08,Three Rivers,268,20,277,22,0.07463,0.07942,0.07603
2020-08-08,Thomas Jefferson,350,13,362,14,0.03714,0.03867,0.05345
2020-08-08,Southside,136,9,138,10,0.06618,0.07246,0.06783
2020-08-08,Roanoke,590,20,602,20,0.0339,0.03322,0.04129
2020-08-08,Richmond,480,39,500,39,0.08125,0.078,0.0862
2020-08-08,Rappahannock Rapidan,195,12,207,14,0.06154,0.06763,0.06182
2020-08-08,Rappahannock,511,39,539,44,0.07632,0.08163,0.06925
2020-08-08,Prince William,820,58,865,63,0.07073,0.07283,0.08498
2020-08-08,West Piedmont,169,22,170,22,0.13018,0.12941,0.13989
2020-08-08,Pittsylvania-Danville,187,17,189,17,0.09091,0.08995,0.14765
2020-08-08,Piedmont,102,2,105,2,0.01961,0.01905,0.05355
2020-08-08,Peninsula,1193,32,1213,35,0.02682,0.02885,0.07336
2020-08-08,Norfolk,481,36,491,37,0.07484,0.07536,0.10168
2020-08-08,New River,114,5,121,6,0.04386,0.04959,0.05831
2020-08-08,Loudoun,704,37,752,43,0.05256,0.05718,0.05397
2020-08-08,Western Tidewater,402,33,408,33,0.08209,0.08088,0.1355
2020-08-09,Alexandria,279,16,291,16,0.05735,0.05498,0.0584
2020-08-09,Cumberland Plateau,74,8,78,8,0.10811,0.10256,0.11066
2020-08-09,Central Shenandoah,372,15,384,16,0.04032,0.04167,0.04129
2020-08-09,Central Virginia,392,38,399,38,0.09694,0.09524,0.07974
2020-08-09,Chesapeake,428,62,442,68,0.14486,0.15385,0.12678
2020-08-09,Chesterfield,587,44,626,49,0.07496,0.07827,0.08105
2020-08-09,Chickahominy,182,11,198,12,0.06044,0.06061,0.05472
2020-08-09,Crater,314,65,320,66,0.20701,0.20625,0.12052
2020-08-09,Eastern Shore,48,3,48,3,0.0625,0.0625,0.05158
2020-08-09,Fairfax,1594,106,1678,118,0.0665,0.07032,0.04984
2020-08-09,Hampton,316,30,321,30,0.09494,0.09346,0.09487
2020-08-09,Henrico,501,47,533,52,0.09381,0.09756,0.07673
2020-08-09,Lenowisco,170,24,171,24,0.14118,0.14035,0.16392
2020-08-09,Lord Fairfax,351,16,358,16,0.04558,0.04469,0.03573
2020-08-09,Loudoun,546,41,592,47,0.07509,0.07939,0.05447
2020-08-09,Mount Rogers,212,14,216,14,0.06604,0.06481,0.09439
2020-08-09,New River,91,3,92,3,0.03297,0.03261,0.05437
2020-08-09,Norfolk,543,41,545,41,0.07551,0.07523,0.09633
2020-08-09,Peninsula,598,47,607,48,0.0786,0.07908,0.07271
2020-08-09,West Piedmont,122,15,127,16,0.12295,0.12598,0.14086
2020-08-09,Western Tidewater,301,41,307,41,0.13621,0.13355,0.13204
2020-08-09,Virginia Beach,887,51,908,51,0.0575,0.05617,0.08263
2020-08-09,Three Rivers,198,13,207,13,0.06566,0.0628,0.07643
2020-08-09,Thomas Jefferson,309,25,315,25,0.08091,0.07937,0.05538
2020-08-09,Southside,128,12,131,12,0.09375,0.0916,0.06994
2020-08-09,Arlington,397,20,420,21,0.05038,0.05,0.04084
2020-08-09,Roanoke,986,56,997,56,0.0568,0.05617,0.04293
2020-08-09,Rappahannock Rapidan,198,7,211,12,0.03535,0.05687,0.0606
2020-08-09,Rappahannock,410,36,445,40,0.0878,0.08989,0.07166
2020-08-09,Prince William,576,45,610,50,0.07812,0.08197,0.08324
2020-08-09,Portsmouth,283,36,284,36,0.12721,0.12676,0.12663
2020-08-09,Pittsylvania-Danville,156,13,156,13,0.08333,0.08333,0.15003
2020-08-09,Piedmont,140,8,146,8,0.05714,0.05479,0.05584
2020-08-09,Richmond,235,26,248,30,0.11064,0.12097,0.08887
2020-08-09,Alleghany,89,2,89,2,0.02247,0.02247,0.03396
2020-08-10,Alexandria,204,14,208,17,0.06863,0.08173,0.06302
2020-08-11,Alleghany,87,1,90,1,0.01149,0.01111,0.02828
2020-08-11,Peninsula,374,33,396,33,0.08824,0.08333,0.07734
2020-08-11,Piedmont,96,6,96,6,0.0625,0.0625,0.05847
2020-08-11,Pittsylvania-Danville,93,16,93,16,0.17204,0.17204,0.11405
2020-08-11,Portsmouth,168,15,169,15,0.08929,0.08876,0.12052
2020-08-11,Prince William,709,52,764,62,0.07334,0.08115,0.08117
2020-08-11,Alexandria,289,6,319,8,0.02076,0.02508,0.05386
2020-08-11,Rappahannock Rapidan,191,8,207,10,0.04188,0.04831,0.0568
2020-08-11,Richmond,367,19,373,21,0.05177,0.0563,0.08444
2020-08-11,Roanoke,554,23,566,24,0.04152,0.0424,0.04588
2020-08-11,Southside,95,5,97,5,0.05263,0.05155,0.06398
2020-08-11,Thomas Jefferson,415,37,425,37,0.08916,0.08706,0.06126
2020-08-11,Three Rivers,147,9,155,9,0.06122,0.05806,0.08076
2020-08-11,Virginia Beach,751,39,791,41,0.05193,0.05183,0.08043
2020-08-11,Western Tidewater,161,25,170,25,0.15528,0.14706,0.12901
2020-08-11,West Piedmont,98,27,98,27,0.27551,0.27551,0.16964
2020-08-11,Norfolk,406,25,423,26,0.06158,0.06147,0.09128
2020-08-11,New River,585,35,585,35,0.05983,0.05983,0.04611
2020-08-11,Rappahannock,402,30,426,32,0.07463,0.07512,0.07199
2020-08-11,Loudoun,559,29,611,33,0.05188,0.05401,0.05596
2020-08-11,Mount Rogers,149,11,165,24,0.07383,0.14545,0.09142
2020-08-11,Arlington,412,16,444,16,0.03883,0.03604,0.03987
2020-08-11,Central Shenandoah,392,22,400,22,0.05612,0.055,0.04065
2020-08-11,Central Virginia,363,18,365,18,0.04959,0.04932,0.07614
2020-08-11,Chesapeake,518,64,543,68,0.12355,0.12523,0.12657
2020-08-11,Chickahominy,207,10,214,13,0.04831,0.06075,0.05448
2020-08-11,Crater,271,17,277,17,0.06273,0.06137,0.11715
2020-08-11,Chesterfield,511,29,534,37,0.05675,0.06929,0.07814
2020-08-11,Cumberland Plateau,89,2,89,2,0.02247,0.02247,0.08397
2020-08-11,Eastern Shore,36,3,39,3,0.08333,0.07692,0.06349
2020-08-11,Fairfax,1731,89,1901,105,0.05142,0.05523,0.05221
2020-08-11,Hampton,193,10,205,10,0.05181,0.04878,0.0864
2020-08-11,Henrico,559,25,580,26,0.04472,0.04483,0.07439
2020-08-11,Lenowisco,118,35,120,35,0.29661,0.29167,0.18248
2020-08-11,Lord Fairfax,365,16,377,16,0.04384,0.04244,0.03864
2020-08-12,Cumberland Plateau,57,2,60,3,0.03509,0.05,0.07694
2020-08-12,Henrico,805,51,848,54,0.06335,0.06368,0.07197
2020-08-12,Hampton,269,22,274,22,0.08178,0.08029,0.08701
2020-08-12,Fairfax,1756,118,1999,138,0.0672,0.06903,0.05422
2020-08-12,Eastern Shore,101,8,102,8,0.07921,0.07843,0.06382
2020-08-12,Lenowisco,195,26,201,28,0.13333,0.1393,0.18962
2020-08-12,Crater,316,25,326,26,0.07911,0.07975,0.11019
2020-08-12,Alexandria,285,16,325,20,0.05614,0.06154,0.05448
2020-08-12,Chesterfield,615,30,671,36,0.04878,0.05365,0.07269
2020-08-12,Chesapeake,508,60,529,61,0.11811,0.11531,0.12795
2020-08-12,Central Virginia,875,78,887,79,0.08914,0.08906,0.08235
2020-08-12,Central Shenandoah,455,13,466,15,0.02857,0.03219,0.03833
2020-08-12,Arlington,456,33,493,39,0.07237,0.07911,0.04635
2020-08-12,Alleghany,248,11,264,13,0.04435,0.04924,0.02808
2020-08-12,Lord Fairfax,646,32,656,35,0.04954,0.05335,0.04372
2020-08-12,Chickahominy,177,13,196,16,0.07345,0.08163,0.05592
2020-08-12,Loudoun,513,22,590,30,0.04288,0.05085,0.05197
2020-08-12,Rappahannock,632,45,656,50,0.0712,0.07622,0.07512
2020-08-12,New River,336,3,346,3,0.00893,0.00867,0.04233
2020-08-12,Western Tidewater,503,46,506,47,0.09145,0.09289,0.11673
2020-08-12,Virginia Beach,775,46,816,52,0.05935,0.06373,0.0811
2020-08-12,Three Rivers,383,18,394,18,0.047,0.04569,0.07941
2020-08-12,Thomas Jefferson,573,35,589,35,0.06108,0.05942,0.06423
